x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+75.590000E-03,-1.597487390E+00,-115.879416E-03,+18.843174E-03,+728.643104E-03
+75.595000E-03,-1.662814023E+00,-166.130673E-03,+1.652009040E+00,+4.748743638E+00
+75.600000E-03,-1.602512516E+00,-115.879416E-03,+144.471318E-03,+326.633051E-03
+75.605000E-03,-1.738190906E+00,-266.633186E-03,+646.983892E-03,+4.045226045E+00
+75.610000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+2.349246132E+00
+75.615000E-03,-1.743216032E+00,-115.879416E-03,+18.843174E-03,+929.648131E-03
+75.620000E-03,-1.758291408E+00,-115.879416E-03,+144.471318E-03,+4.560301426E+00
+75.625000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+389.447122E-03
+75.630000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+3.944723532E+00
+75.635000E-03,-1.677889399E+00,-228.944744E-03,+18.843174E-03,+2.499999902E+00
+75.640000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+929.648131E-03
+75.645000E-03,-1.718090404E+00,-178.693487E-03,+1.526380897E+00,+4.610552683E+00
+75.650000E-03,-1.677889399E+00,-15.376903E-03,-986.181974E-03,+326.633051E-03
+75.655000E-03,-1.677889399E+00,-115.879416E-03,+521.355748E-03,+3.793969762E+00
+75.660000E-03,-1.677889399E+00,-115.879416E-03,+144.471318E-03,+2.550251159E+00
+75.665000E-03,-1.677889399E+00,-178.693487E-03,-483.669400E-03,+728.643104E-03
+75.670000E-03,-1.597487390E+00,-115.879416E-03,+18.843174E-03,+4.861808966E+00
+75.675000E-03,-1.677889399E+00,-115.879416E-03,-986.181974E-03,+326.633051E-03
+75.680000E-03,-1.597487390E+00,-316.884443E-03,+18.843174E-03,+3.944723532E+00
+75.685000E-03,-1.657788897E+00,-65.628160E-03,+646.983892E-03,+2.248743619E+00
+75.690000E-03,-1.597487390E+00,-128.442231E-03,+18.843174E-03,+829.145618E-03
+75.695000E-03,-1.537185883E+00,-166.130673E-03,+18.843174E-03,+4.547738612E+00
+75.700000E-03,-1.597487390E+00,-115.879416E-03,+2.028893471E+00,+527.638078E-03
+75.705000E-03,-1.517085381E+00,-115.879416E-03,+18.843174E-03,+4.045226045E+00
+75.710000E-03,-1.481909502E+00,-15.376903E-03,+1.023868322E+00,+2.248743619E+00
+75.715000E-03,-1.436683372E+00,+34.874354E-03,-986.181974E-03,+979.899388E-03
+75.720000E-03,-1.441708497E+00,+72.562796E-03,+18.843174E-03,+4.547738612E+00
+75.725000E-03,-1.436683372E+00,-115.879416E-03,+18.843174E-03,+389.447122E-03
+75.730000E-03,-1.401507493E+00,-115.879416E-03,+2.028893471E+00,+3.944723532E+00
+75.735000E-03,-1.356281362E+00,-115.879416E-03,+1.652009040E+00,+2.248743619E+00
+75.740000E-03,-1.356281362E+00,-316.884443E-03,+18.843174E-03,+929.648131E-03
+75.745000E-03,-1.275879353E+00,-115.879416E-03,-1.363066405E+00,+4.547738612E+00
+75.750000E-03,-1.275879353E+00,-115.879416E-03,-986.181974E-03,+326.633051E-03
+75.755000E-03,-1.195477344E+00,-115.879416E-03,+18.843174E-03,+3.994974788E+00
+75.760000E-03,-1.115075335E+00,-115.879416E-03,+18.843174E-03,+2.349246132E+00
+75.765000E-03,-1.175376842E+00,-115.879416E-03,+1.526380897E+00,+1.080401901E+00
+75.770000E-03,-1.115075335E+00,-115.879416E-03,-986.181974E-03,+4.547738612E+00
+75.775000E-03,-1.054773828E+00,-115.879416E-03,+18.843174E-03,+527.638078E-03
+75.780000E-03,-1.115075335E+00,-128.442231E-03,+2.028893471E+00,+3.743718505E+00
+75.785000E-03,-954.271317E-03,-115.879416E-03,+18.843174E-03,+2.399497389E+00
+75.790000E-03,-954.271317E-03,-228.944744E-03,+18.843174E-03,+1.130653158E+00
+75.795000E-03,-858.793931E-03,-166.130673E-03,+1.652009040E+00,+4.547738612E+00
+75.800000E-03,-873.869307E-03,-316.884443E-03,+18.843174E-03,+326.633051E-03
+75.805000E-03,-818.592926E-03,-115.879416E-03,-483.669400E-03,+4.045226045E+00
+75.810000E-03,-873.869307E-03,-128.442231E-03,+2.028893471E+00,+2.248743619E+00
+75.815000E-03,-713.065289E-03,-78.190974E-03,+521.355748E-03,+1.180904415E+00
+75.820000E-03,-713.065289E-03,-128.442231E-03,+144.471318E-03,+4.359296399E+00
+75.825000E-03,-672.864284E-03,-115.879416E-03,+18.843174E-03,+326.633051E-03
+75.830000E-03,-632.663280E-03,-228.944744E-03,+1.149496466E+00,+4.145728558E+00
+75.835000E-03,-491.959764E-03,-228.944744E-03,+18.843174E-03,+2.248743619E+00
+75.840000E-03,-471.859261E-03,-115.879416E-03,+18.843174E-03,+1.331658185E+00
+75.845000E-03,-416.582880E-03,-266.633186E-03,+1.526380897E+00,+4.409547656E+00
+75.850000E-03,-396.482378E-03,-115.879416E-03,+1.149496466E+00,+439.698379E-03
+75.855000E-03,-311.055243E-03,-115.879416E-03,+521.355748E-03,+3.994974788E+00
+75.860000E-03,-230.653234E-03,-115.879416E-03,+18.843174E-03,+1.947236079E+00
+75.865000E-03,-230.653234E-03,-27.939717E-03,+18.843174E-03,+1.432160698E+00
+75.870000E-03,-195.477355E-03,-115.879416E-03,+1.149496466E+00,+4.459798913E+00
+75.875000E-03,-89.949718E-03,-115.879416E-03,+1.652009040E+00,+326.633051E-03
+75.880000E-03,-69.849215E-03,-115.879416E-03,+18.843174E-03,+4.145728558E+00
+75.885000E-03,-49.748713E-03,+22.311539E-03,+18.843174E-03,+1.997487335E+00
+75.890000E-03,+10.552794E-03,-115.879416E-03,+18.843174E-03,+1.331658185E+00
+75.895000E-03,+25.628170E-03,-115.879416E-03,+18.843174E-03,+4.346733585E+00
+75.900000E-03,+171.356812E-03,-115.879416E-03,+18.843174E-03,+527.638078E-03
+75.905000E-03,+191.457314E-03,-115.879416E-03,+1.526380897E+00,+4.095477302E+00
+75.910000E-03,+211.557817E-03,-115.879416E-03,+18.843174E-03,+1.846733565E+00
+75.915000E-03,+312.060328E-03,-115.879416E-03,+18.843174E-03,+1.231155671E+00
+75.920000E-03,+332.160830E-03,-115.879416E-03,+2.028893471E+00,+4.547738612E+00
+75.925000E-03,+352.261333E-03,-115.879416E-03,-1.363066405E+00,+389.447122E-03
+75.930000E-03,+367.336710E-03,-216.381930E-03,+18.843174E-03,+4.057788859E+00
+75.935000E-03,+492.964849E-03,-115.879416E-03,+18.843174E-03,+1.934673265E+00
+75.940000E-03,+573.366858E-03,-128.442231E-03,-1.865578979E+00,+1.532663211E+00
+75.945000E-03,+593.467360E-03,-266.633186E-03,+1.526380897E+00,+4.346733585E+00
+75.950000E-03,+573.366858E-03,-115.879416E-03,-860.553831E-03,+326.633051E-03
+75.955000E-03,+653.768867E-03,-115.879416E-03,+18.843174E-03,+4.145728558E+00
+75.960000E-03,+653.768867E-03,-115.879416E-03,+18.843174E-03,+1.934673265E+00
+75.965000E-03,+789.447258E-03,-266.633186E-03,+18.843174E-03,+1.633165725E+00
+75.970000E-03,+734.170876E-03,+85.125610E-03,+18.843174E-03,+4.246231072E+00
+75.975000E-03,+829.648262E-03,+4.507236198E+00,+1.652009040E+00,-628.140826E-03
+75.980000E-03,+814.572886E-03,+4.695678410E+00,+16.224873692E+00,+6.557788879E+00
+75.985000E-03,+894.974895E-03,+4.444422127E+00,+18.843174E-03,-1.281407163E+00
+75.990000E-03,+935.175899E-03,+4.394170870E+00,+17.229898840E+00,+5.464824046E+00
+75.995000E-03,+1.035678411E+00,+4.507236198E+00,+1.652009040E+00,-477.387056E-03
+76.000000E-03,+1.055778913E+00,+4.306231171E+00,+18.109295845E+00,+5.565326559E+00
+76.005000E-03,+1.075879415E+00,+4.507236198E+00,-483.669400E-03,-678.392082E-03
+76.010000E-03,+1.136180922E+00,+4.394170870E+00,+18.109295845E+00,+5.552763745E+00
+76.015000E-03,+1.136180922E+00,+4.343919613E+00,+2.028893471E+00,-678.392082E-03
+76.020000E-03,+1.291959815E+00,+4.507236198E+00,+16.224873692E+00,+5.753768772E+00
+76.025000E-03,+1.271859313E+00,+4.507236198E+00,+18.843174E-03,-527.638312E-03
+76.030000E-03,+1.256783936E+00,+4.406733684E+00,+18.109295845E+00,+5.552763745E+00
+76.035000E-03,+1.231658308E+00,+4.544924640E+00,+18.843174E-03,-515.075498E-03
+76.040000E-03,+1.216582932E+00,+4.695678410E+00,+18.109295845E+00,-1.670854402E+00
+76.045000E-03,+1.412562829E+00,+4.645427153E+00,+17.606783271E+00,+5.414572789E+00
+76.050000E-03,+1.251758811E+00,+4.193165843E+00,+3.159546763E+00,+1.344220999E+00
+76.055000E-03,+1.256783936E+00,+4.394170870E+00,+17.229898840E+00,+8.065326579E+00
+76.060000E-03,+1.216582932E+00,+3.904221117E+00,+10.069094658E+00,+6.959798932E+00
+76.065000E-03,+1.457788959E+00,+4.507236198E+00,+16.727386266E+00,+4.912060223E+00
+76.070000E-03,+1.533165843E+00,+4.708241224E+00,+2.028893471E+00,-1.871859428E+00
+76.075000E-03,+1.538190968E+00,+4.544924640E+00,+17.104270697E+00,+6.005025055E+00
+76.080000E-03,+1.457788959E+00,+4.494673383E+00,+18.843174E-03,-477.387056E-03
+76.085000E-03,+1.513065340E+00,+4.507236198E+00,+19.616833568E+00,+5.615577816E+00
+76.090000E-03,+1.578391973E+00,+4.507236198E+00,+18.843174E-03,-477.387056E-03
+76.095000E-03,+1.538190968E+00,+4.507236198E+00,+18.611808419E+00,+5.552763745E+00
+76.100000E-03,+1.538190968E+00,+4.507236198E+00,+18.843174E-03,-678.392082E-03
+76.105000E-03,+1.573366847E+00,+4.507236198E+00,+18.109295845E+00,+5.703517515E+00
+76.110000E-03,+1.538190968E+00,+4.507236198E+00,+1.023868322E+00,-678.392082E-03
+76.115000E-03,+1.598492475E+00,+4.507236198E+00,+18.109295845E+00,+5.603015002E+00
+76.120000E-03,+1.613567852E+00,+4.507236198E+00,+18.843174E-03,-477.387056E-03
+76.125000E-03,+1.593467350E+00,-216.381930E-03,+18.109295845E+00,+3.442210965E+00
+76.130000E-03,+1.573366847E+00,-228.944744E-03,+17.104270697E+00,+6.256281339E+00
+76.135000E-03,+1.618592978E+00,-166.130673E-03,+521.355748E-03,-1.030150879E+00
+76.140000E-03,+1.613567852E+00,-115.879416E-03,+18.843174E-03,+4.962311479E+00
+76.145000E-03,+1.497989964E+00,-115.879416E-03,-483.669400E-03,-879.397109E-03
+76.150000E-03,+1.618592978E+00,-115.879416E-03,+18.843174E-03,+5.766331586E+00
+76.155000E-03,+1.553266345E+00,-115.879416E-03,+18.843174E-03,-829.145852E-03
+76.160000E-03,+1.533165843E+00,-115.879416E-03,-1.991207123E+00,+5.753768772E+00
+76.165000E-03,+1.538190968E+00,-115.879416E-03,-483.669400E-03,-678.392082E-03
+76.170000E-03,+1.538190968E+00,-115.879416E-03,+18.843174E-03,+5.653266259E+00
+76.175000E-03,+1.518090466E+00,-115.879416E-03,+18.843174E-03,-678.392082E-03
+76.180000E-03,+1.457788959E+00,-115.879416E-03,+18.843174E-03,+5.552763745E+00
+76.185000E-03,+1.457788959E+00,-115.879416E-03,+18.843174E-03,-678.392082E-03
+76.190000E-03,+1.492964838E+00,-228.944744E-03,+1.149496466E+00,-778.894596E-03
+76.195000E-03,+1.437688457E+00,-316.884443E-03,-1.488694549E+00,+3.605527549E+00
+76.200000E-03,+1.457788959E+00,-115.879416E-03,+18.843174E-03,-263.819215E-03
+76.205000E-03,+1.432663331E+00,-115.879416E-03,+18.843174E-03,+5.150753692E+00
+76.210000E-03,+1.457788959E+00,-115.879416E-03,+1.023868322E+00,+1.947236079E+00
+76.215000E-03,+1.377386950E+00,-115.879416E-03,+18.843174E-03,+25.125511E-03
+76.220000E-03,+1.296984941E+00,-115.879416E-03,+144.471318E-03,+4.962311479E+00
+76.225000E-03,+1.296984941E+00,-115.879416E-03,-483.669400E-03,-125.628259E-03
+76.230000E-03,+1.296984941E+00,-115.879416E-03,+18.843174E-03,+4.346733585E+00
+76.235000E-03,+1.231658308E+00,-115.879416E-03,+18.843174E-03,+929.648131E-03
+76.240000E-03,+1.216582932E+00,-115.879416E-03,-1.865578979E+00,+2.135678291E+00
+76.245000E-03,+1.191457304E+00,-115.879416E-03,-1.363066405E+00,+4.660803939E+00
+76.250000E-03,+1.176381927E+00,-27.939717E-03,+18.843174E-03,+125.628024E-03
+76.255000E-03,+1.116080420E+00,-78.190974E-03,-1.488694549E+00,+4.547738612E+00
+76.260000E-03,+1.055778913E+00,-316.884443E-03,+18.843174E-03,+1.344220999E+00
+76.265000E-03,+1.055778913E+00,-178.693487E-03,+18.843174E-03,+979.899388E-03
+76.270000E-03,+975.376904E-03,-115.879416E-03,+1.023868322E+00,+5.062813993E+00
+76.275000E-03,+990.452281E-03,-166.130673E-03,-1.488694549E+00,-175.879516E-03
+76.280000E-03,+970.351778E-03,-115.879416E-03,-1.865578979E+00,+4.346733585E+00
+76.285000E-03,+894.974895E-03,-65.628160E-03,+18.843174E-03,+2.336683318E+00
+76.290000E-03,+849.748765E-03,-115.879416E-03,+18.843174E-03,+125.628024E-03
+76.295000E-03,+814.572886E-03,-78.190974E-03,-358.041257E-03,+5.150753692E+00
+76.300000E-03,+653.768867E-03,-115.879416E-03,+18.843174E-03,+125.628024E-03
+76.305000E-03,+709.045249E-03,-178.693487E-03,-483.669400E-03,+4.447236098E+00
+76.310000E-03,+653.768867E-03,-115.879416E-03,+1.149496466E+00,+2.148241105E+00
+76.315000E-03,+573.366858E-03,-279.196001E-03,+1.652009040E+00,+778.894361E-03
+76.320000E-03,+573.366858E-03,-115.879416E-03,+2.028893471E+00,+4.949748665E+00
+76.325000E-03,+492.964849E-03,-417.386957E-03,+18.843174E-03,+276.381794E-03
+76.330000E-03,+492.964849E-03,-115.879416E-03,+18.843174E-03,+4.246231072E+00
+76.335000E-03,+347.236207E-03,+85.125610E-03,+18.843174E-03,+1.695979795E+00
+76.340000E-03,+412.562840E-03,+72.562796E-03,+18.843174E-03,+1.130653158E+00
+76.345000E-03,+271.859324E-03,-115.879416E-03,-483.669400E-03,+4.899497408E+00
+76.350000E-03,+332.160830E-03,-115.879416E-03,+1.023868322E+00,+238.693352E-03
+76.355000E-03,+186.432189E-03,-78.190974E-03,-1.488694549E+00,+4.246231072E+00
+76.360000E-03,+246.733696E-03,+72.562796E-03,+2.028893471E+00,+2.148241105E+00
+76.365000E-03,+111.055305E-03,-115.879416E-03,+18.843174E-03,+829.145618E-03
+76.370000E-03,+90.954803E-03,-228.944744E-03,+18.843174E-03,+4.849246152E+00
+76.375000E-03,-54.773839E-03,+34.874354E-03,+18.843174E-03,+288.944609E-03
+76.380000E-03,+10.552794E-03,-128.442231E-03,+18.843174E-03,+4.145728558E+00
+76.385000E-03,-69.849215E-03,-178.693487E-03,+18.843174E-03,+2.298994876E+00
+76.390000E-03,-150.251225E-03,-115.879416E-03,+1.149496466E+00,+728.643104E-03
+76.395000E-03,-150.251225E-03,-115.879416E-03,+18.843174E-03,+4.798994895E+00
+76.400000E-03,-230.653234E-03,-115.879416E-03,+18.843174E-03,+326.633051E-03
+76.405000E-03,-351.256248E-03,-115.879416E-03,+18.843174E-03,+4.208542629E+00
+76.410000E-03,-351.256248E-03,-216.381930E-03,+18.843174E-03,+2.148241105E+00
+76.415000E-03,-456.783885E-03,+34.874354E-03,+18.843174E-03,+879.396874E-03
+76.420000E-03,-471.859261E-03,-316.884443E-03,+18.843174E-03,+4.949748665E+00
+76.425000E-03,-532.160768E-03,-65.628160E-03,+18.843174E-03,+125.628024E-03
+76.430000E-03,-552.261271E-03,-115.879416E-03,-986.181974E-03,+4.246231072E+00
+76.435000E-03,-572.361773E-03,-78.190974E-03,+18.843174E-03,+2.047738592E+00
+76.440000E-03,-713.065289E-03,-316.884443E-03,+18.843174E-03,+1.130653158E+00
+76.445000E-03,-713.065289E-03,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+76.450000E-03,-672.864284E-03,-115.879416E-03,+18.843174E-03,+226.130538E-03
+76.455000E-03,-793.467298E-03,-115.879416E-03,+18.843174E-03,+4.195979815E+00
+76.460000E-03,-873.869307E-03,-115.879416E-03,+144.471318E-03,+2.148241105E+00
+76.465000E-03,-873.869307E-03,+22.311539E-03,+1.526380897E+00,+1.080401901E+00
+76.470000E-03,-919.095438E-03,-27.939717E-03,+18.843174E-03,+4.748743638E+00
+76.475000E-03,-1.019597949E+00,-78.190974E-03,+18.843174E-03,+25.125511E-03
