x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+76.480000E-03,-1.034673326E+00,-128.442231E-03,+18.843174E-03,+4.145728558E+00
+76.485000E-03,-1.034673326E+00,-115.879416E-03,-1.363066405E+00,+2.135678291E+00
+76.490000E-03,-1.115075335E+00,-115.879416E-03,+1.149496466E+00,+1.030150644E+00
+76.495000E-03,-1.115075335E+00,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+76.500000E-03,-1.120100460E+00,-115.879416E-03,+18.843174E-03,+326.633051E-03
+76.505000E-03,-1.220602972E+00,-115.879416E-03,+1.526380897E+00,+4.246231072E+00
+76.510000E-03,-1.316080358E+00,-216.381930E-03,+144.471318E-03,+2.047738592E+00
+76.515000E-03,-1.295979856E+00,+34.874354E-03,+521.355748E-03,+1.030150644E+00
+76.520000E-03,-1.275879353E+00,+72.562796E-03,+18.843174E-03,+4.748743638E+00
+76.525000E-03,-1.356281362E+00,-115.879416E-03,+646.983892E-03,+188.442095E-03
+76.530000E-03,-1.396482367E+00,-115.879416E-03,+18.843174E-03,+4.246231072E+00
+76.535000E-03,-1.421607995E+00,-166.130673E-03,+521.355748E-03,+1.846733565E+00
+76.540000E-03,-1.361306488E+00,-115.879416E-03,+18.843174E-03,+1.130653158E+00
+76.545000E-03,-1.436683372E+00,-115.879416E-03,+18.843174E-03,+4.811557709E+00
+76.550000E-03,-1.476884376E+00,-216.381930E-03,+18.843174E-03,+326.633051E-03
+76.555000E-03,-1.456783874E+00,-78.190974E-03,+2.028893471E+00,+4.195979815E+00
+76.560000E-03,-1.517085381E+00,-115.879416E-03,+18.843174E-03,+1.947236079E+00
+76.565000E-03,-1.542211009E+00,-115.879416E-03,+18.843174E-03,+1.381909441E+00
+76.570000E-03,-1.597487390E+00,-15.376903E-03,+18.843174E-03,+4.748743638E+00
+76.575000E-03,-1.582412013E+00,-78.190974E-03,+1.652009040E+00,+326.633051E-03
+76.580000E-03,-1.597487390E+00,-128.442231E-03,+18.843174E-03,+4.145728558E+00
+76.585000E-03,-1.657788897E+00,-115.879416E-03,+646.983892E-03,+1.947236079E+00
+76.590000E-03,-1.723115529E+00,-27.939717E-03,+18.843174E-03,+1.331658185E+00
+76.595000E-03,-1.677889399E+00,+34.874354E-03,+1.652009040E+00,+4.711055196E+00
+76.600000E-03,-1.677889399E+00,-316.884443E-03,+18.843174E-03,+326.633051E-03
+76.605000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+4.145728558E+00
+76.610000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+2.047738592E+00
+76.615000E-03,-1.677889399E+00,-316.884443E-03,+18.843174E-03,+1.231155671E+00
+76.620000E-03,-1.682914525E+00,-316.884443E-03,+2.028893471E+00,+4.547738612E+00
+76.625000E-03,-1.677889399E+00,-115.879416E-03,-1.363066405E+00,+188.442095E-03
+76.630000E-03,-1.718090404E+00,-115.879416E-03,+18.843174E-03,+4.246231072E+00
+76.635000E-03,-1.743216032E+00,-166.130673E-03,+521.355748E-03,+1.896984822E+00
+76.640000E-03,-1.677889399E+00,+72.562796E-03,+144.471318E-03,+1.331658185E+00
+76.645000E-03,-1.657788897E+00,-178.693487E-03,+646.983892E-03,+4.547738612E+00
+76.650000E-03,-1.677889399E+00,-27.939717E-03,+18.843174E-03,+439.698379E-03
+76.655000E-03,-1.677889399E+00,-166.130673E-03,+18.843174E-03,+4.145728558E+00
+76.660000E-03,-1.677889399E+00,-115.879416E-03,+144.471318E-03,+1.947236079E+00
+76.665000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+1.432160698E+00
+76.670000E-03,-1.642713520E+00,-228.944744E-03,+1.023868322E+00,+4.447236098E+00
+76.675000E-03,-1.597487390E+00,-15.376903E-03,+521.355748E-03,+288.944609E-03
+76.680000E-03,-1.597487390E+00,-128.442231E-03,+2.028893471E+00,+4.346733585E+00
+76.685000E-03,-1.542211009E+00,-115.879416E-03,+18.843174E-03,+1.934673265E+00
+76.690000E-03,-1.642713520E+00,-115.879416E-03,+18.843174E-03,+1.331658185E+00
+76.695000E-03,-1.597487390E+00,-115.879416E-03,+1.652009040E+00,+4.547738612E+00
+76.700000E-03,-1.522110506E+00,+72.562796E-03,+18.843174E-03,+527.638078E-03
+76.705000E-03,-1.496984879E+00,+85.125610E-03,+18.843174E-03,+4.145728558E+00
+76.710000E-03,-1.517085381E+00,-115.879416E-03,+1.023868322E+00,+1.746231052E+00
+76.715000E-03,-1.456783874E+00,+34.874354E-03,+1.652009040E+00,+1.532663211E+00
+76.720000E-03,-1.361306488E+00,-115.879416E-03,+144.471318E-03,+4.547738612E+00
+76.725000E-03,-1.381406990E+00,-115.879416E-03,+18.843174E-03,+188.442095E-03
+76.730000E-03,-1.356281362E+00,-115.879416E-03,+1.023868322E+00,+4.246231072E+00
+76.735000E-03,-1.356281362E+00,+34.874354E-03,+1.652009040E+00,+1.733668238E+00
+76.740000E-03,-1.356281362E+00,-316.884443E-03,+2.028893471E+00,+1.733668238E+00
+76.745000E-03,-1.301004981E+00,-178.693487E-03,-1.363066405E+00,+4.409547656E+00
+76.750000E-03,-1.235678349E+00,-228.944744E-03,+1.023868322E+00,+326.633051E-03
+76.755000E-03,-1.275879353E+00,-115.879416E-03,-1.488694549E+00,+4.346733585E+00
+76.760000E-03,-1.195477344E+00,-115.879416E-03,+144.471318E-03,+1.746231052E+00
+76.765000E-03,-1.059798954E+00,+22.311539E-03,+646.983892E-03,+1.532663211E+00
+76.770000E-03,-1.115075335E+00,-316.884443E-03,+18.843174E-03,+4.459798913E+00
+76.775000E-03,-1.099999958E+00,-279.196001E-03,+18.843174E-03,+326.633051E-03
+76.780000E-03,-1.034673326E+00,-115.879416E-03,+18.843174E-03,+4.346733585E+00
+76.785000E-03,-994.472321E-03,-115.879416E-03,+646.983892E-03,+1.645728539E+00
+76.790000E-03,-954.271317E-03,-216.381930E-03,+1.023868322E+00,+1.733668238E+00
+76.795000E-03,-939.195940E-03,-115.879416E-03,+1.149496466E+00,+4.510050169E+00
+76.800000E-03,-798.492424E-03,-115.879416E-03,+18.843174E-03,+339.195865E-03
+76.805000E-03,-818.592926E-03,-115.879416E-03,+1.526380897E+00,+4.296482328E+00
+76.810000E-03,-793.467298E-03,-115.879416E-03,+18.843174E-03,+1.545226025E+00
+76.815000E-03,-713.065289E-03,-115.879416E-03,+18.843174E-03,+1.733668238E+00
+76.820000E-03,-713.065289E-03,+72.562796E-03,+18.843174E-03,+4.359296399E+00
+76.825000E-03,-612.562777E-03,-115.879416E-03,+18.843174E-03,+389.447122E-03
+76.830000E-03,-552.261271E-03,-27.939717E-03,+18.843174E-03,+4.145728558E+00
+76.835000E-03,-552.261271E-03,+34.874354E-03,+18.843174E-03,+1.645728539E+00
+76.840000E-03,-396.482378E-03,-115.879416E-03,+18.843174E-03,+1.733668238E+00
+76.845000E-03,-451.758759E-03,+22.311539E-03,+18.843174E-03,+4.208542629E+00
+76.850000E-03,-391.457252E-03,-27.939717E-03,+2.028893471E+00,+427.135564E-03
+76.855000E-03,-311.055243E-03,-166.130673E-03,+1.652009040E+00,+4.346733585E+00
+76.860000E-03,-230.653234E-03,-115.879416E-03,+18.843174E-03,+1.733668238E+00
+76.865000E-03,-230.653234E-03,-266.633186E-03,+1.526380897E+00,+1.884422008E+00
+76.870000E-03,-150.251225E-03,-115.879416E-03,+18.843174E-03,+4.258793886E+00
+76.875000E-03,-89.949718E-03,-166.130673E-03,-1.488694549E+00,+489.949635E-03
+76.880000E-03,-150.251225E-03,+72.562796E-03,+2.028893471E+00,+4.346733585E+00
+76.885000E-03,-49.748713E-03,-115.879416E-03,+18.843174E-03,+1.595477282E+00
+76.890000E-03,-29.648211E-03,-115.879416E-03,+18.843174E-03,+1.834170751E+00
+76.895000E-03,+25.628170E-03,-78.190974E-03,+1.652009040E+00,+3.907035089E+00
+76.900000E-03,+90.954803E-03,-115.879416E-03,+18.843174E-03,+339.195865E-03
+76.905000E-03,+191.457314E-03,-115.879416E-03,+18.843174E-03,+4.145728558E+00
+76.910000E-03,+251.758821E-03,-115.879416E-03,+1.149496466E+00,+1.645728539E+00
+76.915000E-03,+332.160830E-03,-15.376903E-03,+18.843174E-03,+2.035175778E+00
+76.920000E-03,+407.537714E-03,-115.879416E-03,+18.843174E-03,+4.346733585E+00
+76.925000E-03,+412.562840E-03,-115.879416E-03,-483.669400E-03,+527.638078E-03
+76.930000E-03,+452.763844E-03,-228.944744E-03,+18.843174E-03,+4.246231072E+00
+76.935000E-03,+427.638216E-03,-166.130673E-03,+18.843174E-03,+1.645728539E+00
+76.940000E-03,+573.366858E-03,-115.879416E-03,+18.843174E-03,+1.934673265E+00
+76.945000E-03,+628.643239E-03,-178.693487E-03,+18.843174E-03,+4.208542629E+00
+76.950000E-03,+653.768867E-03,-115.879416E-03,+1.023868322E+00,+427.135564E-03
+76.955000E-03,+653.768867E-03,+34.874354E-03,+18.843174E-03,+4.145728558E+00
+76.960000E-03,+734.170876E-03,-115.879416E-03,-1.991207123E+00,+1.545226025E+00
+76.965000E-03,+734.170876E-03,-216.381930E-03,+1.526380897E+00,+2.035175778E+00
+76.970000E-03,+774.371881E-03,-115.879416E-03,+18.843174E-03,+4.057788859E+00
+76.975000E-03,+814.572886E-03,+4.507236198E+00,+521.355748E-03,-829.145852E-03
+76.980000E-03,+894.974895E-03,+4.105226144E+00,+18.234923989E+00,+6.758793905E+00
+76.985000E-03,+975.376904E-03,+4.507236198E+00,+1.526380897E+00,+25.125511E-03
+76.990000E-03,+930.150774E-03,+4.507236198E+00,+18.109295845E+00,+5.565326559E+00
+76.995000E-03,+975.376904E-03,+4.544924640E+00,+18.843174E-03,-515.075498E-03
+77.000000E-03,+1.055778913E+00,+4.507236198E+00,+20.119346142E+00,+5.753768772E+00
+77.005000E-03,+1.055778913E+00,+4.557487454E+00,+18.843174E-03,-728.643339E-03
+77.010000E-03,+1.136180922E+00,+4.595175897E+00,+17.104270697E+00,+5.552763745E+00
+77.015000E-03,+1.136180922E+00,+4.507236198E+00,+1.652009040E+00,-477.387056E-03
+77.020000E-03,+1.216582932E+00,+4.507236198E+00,+18.234923989E+00,+5.552763745E+00
+77.025000E-03,+1.271859313E+00,+4.507236198E+00,+18.843174E-03,-628.140826E-03
+77.030000E-03,+1.256783936E+00,+4.507236198E+00,+18.109295845E+00,+5.552763745E+00
+77.035000E-03,+1.296984941E+00,+4.507236198E+00,+521.355748E-03,-515.075498E-03
+77.040000E-03,+1.296984941E+00,+4.507236198E+00,-1.865578979E+00,+929.648131E-03
+77.045000E-03,+1.256783936E+00,+4.507236198E+00,+14.591707826E+00,+4.409547656E+00
+77.050000E-03,+1.015577909E+00,+5.198190977E+00,+144.471318E-03,+4.748743638E+00
+77.055000E-03,+1.397487452E+00,+4.657989968E+00,+10.069094658E+00,+7.211055215E+00
+77.060000E-03,+1.377386950E+00,+4.507236198E+00,-3.875629276E+00,-6.494975043E+00
+77.065000E-03,+1.397487452E+00,+4.507236198E+00,+17.606783271E+00,+4.108040116E+00
+77.070000E-03,+1.457788959E+00,+4.507236198E+00,+18.843174E-03,+326.633051E-03
+77.075000E-03,+1.457788959E+00,+4.456984941E+00,+18.109295845E+00,+5.263819019E+00
+77.080000E-03,+1.538190968E+00,+4.507236198E+00,-1.865578979E+00,-1.469849375E+00
+77.085000E-03,+1.477889461E+00,+4.507236198E+00,+18.109295845E+00,+6.055276312E+00
+77.090000E-03,+1.492964838E+00,+4.507236198E+00,+18.843174E-03,-477.387056E-03
+77.095000E-03,+1.518090466E+00,+4.708241224E+00,+18.109295845E+00,+5.552763745E+00
+77.100000E-03,+1.613567852E+00,+4.507236198E+00,+18.843174E-03,-665.829268E-03
+77.105000E-03,+1.538190968E+00,+4.645427153E+00,+18.109295845E+00,+5.703517515E+00
+77.110000E-03,+1.578391973E+00,+4.507236198E+00,+1.023868322E+00,-477.387056E-03
+77.115000E-03,+1.538190968E+00,+4.507236198E+00,+17.732411414E+00,+5.552763745E+00
+77.120000E-03,+1.613567852E+00,+4.507236198E+00,+144.471318E-03,-866.834295E-03
+77.125000E-03,+1.618592978E+00,+4.507236198E+00,+16.601758122E+00,-2.977387075E+00
+77.130000E-03,+1.618592978E+00,-115.879416E-03,+14.089195251E+00,+5.050251178E+00
+77.135000E-03,+1.457788959E+00,+185.628124E-03,-11.036433458E+00,-7.462311734E+00
+77.140000E-03,+1.457788959E+00,+72.562796E-03,+144.471318E-03,+138.190839E-03
+77.145000E-03,+1.618592978E+00,-115.879416E-03,+18.843174E-03,-728.643339E-03
+77.150000E-03,+1.618592978E+00,-115.879416E-03,+18.843174E-03,+5.653266259E+00
+77.155000E-03,+1.518090466E+00,+34.874354E-03,+18.843174E-03,-716.080525E-03
+77.160000E-03,+1.538190968E+00,-316.884443E-03,+18.843174E-03,+5.565326559E+00
+77.165000E-03,+1.538190968E+00,-115.879416E-03,+18.843174E-03,-728.643339E-03
+77.170000E-03,+1.497989964E+00,-115.879416E-03,-860.553831E-03,+5.665829073E+00
+77.175000E-03,+1.457788959E+00,-115.879416E-03,+18.843174E-03,-829.145852E-03
+77.180000E-03,+1.457788959E+00,-128.442231E-03,+18.843174E-03,+5.753768772E+00
+77.185000E-03,+1.513065340E+00,-115.879416E-03,+1.526380897E+00,-678.392082E-03
+77.190000E-03,+1.457788959E+00,-27.939717E-03,+18.843174E-03,+1.532663211E+00
+77.195000E-03,+1.392462327E+00,-279.196001E-03,+18.843174E-03,+5.854271285E+00
+77.200000E-03,+1.452763834E+00,-316.884443E-03,+18.843174E-03,-477.387056E-03
+77.205000E-03,+1.457788959E+00,-115.879416E-03,+18.843174E-03,+5.301507462E+00
+77.210000E-03,+1.337185945E+00,-115.879416E-03,-860.553831E-03,+640.703405E-03
+77.215000E-03,+1.377386950E+00,-279.196001E-03,+18.843174E-03,+1.934673265E+00
+77.220000E-03,+1.372361824E+00,-115.879416E-03,+2.028893471E+00,+5.150753692E+00
+77.225000E-03,+1.352261322E+00,-178.693487E-03,+1.526380897E+00,-213.567958E-03
+77.230000E-03,+1.251758811E+00,-15.376903E-03,+144.471318E-03,+5.150753692E+00
+77.235000E-03,+1.231658308E+00,-115.879416E-03,-358.041257E-03,+125.628024E-03
+77.240000E-03,+1.216582932E+00,-115.879416E-03,+2.028893471E+00,+2.939698398E+00
+77.245000E-03,+1.156281425E+00,+22.311539E-03,+1.526380897E+00,+4.108040116E+00
+77.250000E-03,+1.090954792E+00,-228.944744E-03,+18.843174E-03,-75.377002E-03
+77.255000E-03,+1.070854290E+00,-115.879416E-03,+521.355748E-03,+4.949748665E+00
+77.260000E-03,+1.055778913E+00,-115.879416E-03,+2.028893471E+00,+527.638078E-03
+77.265000E-03,+1.075879415E+00,-178.693487E-03,+18.843174E-03,+2.638190858E+00
+77.270000E-03,+975.376904E-03,-115.879416E-03,+18.843174E-03,+4.359296399E+00
+77.275000E-03,+910.050272E-03,-115.879416E-03,+18.843174E-03,-75.377002E-03
+77.280000E-03,+975.376904E-03,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+77.285000E-03,+894.974895E-03,-115.879416E-03,+18.843174E-03,+640.703405E-03
+77.290000E-03,+854.773890E-03,-115.879416E-03,+18.843174E-03,+2.135678291E+00
+77.295000E-03,+749.246253E-03,-115.879416E-03,+521.355748E-03,+4.711055196E+00
+77.300000E-03,+814.572886E-03,-115.879416E-03,+2.028893471E+00,-62.814188E-03
+77.305000E-03,+734.170876E-03,-178.693487E-03,+646.983892E-03,+4.949748665E+00
+77.310000E-03,+653.768867E-03,-216.381930E-03,+18.843174E-03,+640.703405E-03
+77.315000E-03,+633.668365E-03,-279.196001E-03,+1.652009040E+00,+2.085427035E+00
+77.320000E-03,+568.341732E-03,-128.442231E-03,+2.028893471E+00,+4.560301426E+00
+77.325000E-03,+513.065351E-03,-115.879416E-03,+18.843174E-03,-12.562932E-03
+77.330000E-03,+452.763844E-03,-115.879416E-03,+18.843174E-03,+4.849246152E+00
+77.335000E-03,+492.964849E-03,-115.879416E-03,+2.028893471E+00,+640.703405E-03
+77.340000E-03,+407.537714E-03,+72.562796E-03,+18.843174E-03,+2.537688345E+00
+77.345000E-03,+332.160830E-03,-115.879416E-03,+1.526380897E+00,+4.208542629E+00
+77.350000E-03,+286.934700E-03,-216.381930E-03,+1.149496466E+00,+125.628024E-03
+77.355000E-03,+231.658319E-03,-115.879416E-03,+2.028893471E+00,+4.748743638E+00
+77.360000E-03,+171.356812E-03,-316.884443E-03,+18.843174E-03,+929.648131E-03
+77.365000E-03,+171.356812E-03,-65.628160E-03,+18.843174E-03,+2.286432061E+00
+77.370000E-03,+90.954803E-03,-115.879416E-03,+18.843174E-03,+4.258793886E+00
+77.375000E-03,+25.628170E-03,-115.879416E-03,+1.149496466E+00,+125.628024E-03
+77.380000E-03,+10.552794E-03,-128.442231E-03,+18.843174E-03,+4.949748665E+00
+77.385000E-03,-69.849215E-03,-266.633186E-03,+18.843174E-03,+791.457175E-03
+77.390000E-03,-150.251225E-03,-216.381930E-03,+1.149496466E+00,+2.236180805E+00
+77.395000E-03,-170.351727E-03,-115.879416E-03,+521.355748E-03,+4.459798913E+00
+77.400000E-03,-235.678359E-03,-115.879416E-03,-1.991207123E+00,+125.628024E-03
+77.405000E-03,-311.055243E-03,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+77.410000E-03,-391.457252E-03,-216.381930E-03,+18.843174E-03,+841.708432E-03
+77.415000E-03,-391.457252E-03,-279.196001E-03,+18.843174E-03,+2.537688345E+00
+77.420000E-03,-471.859261E-03,-115.879416E-03,+18.843174E-03,+4.359296399E+00
+77.425000E-03,-471.859261E-03,-115.879416E-03,+1.526380897E+00,+125.628024E-03
+77.430000E-03,-512.060266E-03,-115.879416E-03,+18.843174E-03,+4.861808966E+00
+77.435000E-03,-552.261271E-03,-115.879416E-03,+1.652009040E+00,+778.894361E-03
+77.440000E-03,-557.286396E-03,-115.879416E-03,+2.028893471E+00,+2.537688345E+00
+77.445000E-03,-632.663280E-03,-178.693487E-03,+646.983892E-03,+4.145728558E+00
+77.450000E-03,-793.467298E-03,-115.879416E-03,+1.149496466E+00,+125.628024E-03
+77.455000E-03,-813.567800E-03,-115.879416E-03,+1.652009040E+00,+4.597989868E+00
+77.460000E-03,-793.467298E-03,-115.879416E-03,+144.471318E-03,+942.210945E-03
+77.465000E-03,-853.768805E-03,-27.939717E-03,+18.843174E-03,+2.587939601E+00
+77.470000E-03,-914.070312E-03,-115.879416E-03,+18.843174E-03,+3.957286346E+00
+77.475000E-03,-939.195940E-03,-115.879416E-03,+18.843174E-03,+125.628024E-03
+77.480000E-03,-959.296442E-03,-316.884443E-03,+18.843174E-03,+4.547738612E+00
+77.485000E-03,-1.034673326E+00,-178.693487E-03,+646.983892E-03,+992.462202E-03
+77.490000E-03,-1.074874330E+00,-27.939717E-03,+18.843174E-03,+2.638190858E+00
+77.495000E-03,-1.115075335E+00,+85.125610E-03,-358.041257E-03,+3.907035089E+00
+77.500000E-03,-1.120100460E+00,-115.879416E-03,+18.843174E-03,+125.628024E-03
+77.505000E-03,-1.140200963E+00,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+77.510000E-03,-1.235678349E+00,-216.381930E-03,+1.023868322E+00,+942.210945E-03
+77.515000E-03,-1.275879353E+00,-115.879416E-03,+18.843174E-03,+2.487437088E+00
+77.520000E-03,-1.275879353E+00,-115.879416E-03,+18.843174E-03,+4.145728558E+00
+77.525000E-03,-1.336180860E+00,-115.879416E-03,+1.526380897E+00,+125.628024E-03
+77.530000E-03,-1.396482367E+00,-115.879416E-03,+1.149496466E+00,+4.648241125E+00
+77.535000E-03,-1.376381865E+00,-78.190974E-03,+1.652009040E+00,+690.954662E-03
+77.540000E-03,-1.436683372E+00,-115.879416E-03,+2.028893471E+00,+2.537688345E+00
+77.545000E-03,-1.436683372E+00,-266.633186E-03,+18.843174E-03,+3.706030062E+00
+77.550000E-03,-1.517085381E+00,-115.879416E-03,+2.154521614E+00,+125.628024E-03
+77.555000E-03,-1.502010004E+00,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+77.560000E-03,-1.597487390E+00,-115.879416E-03,+2.028893471E+00,+741.205919E-03
+77.565000E-03,-1.577386888E+00,-316.884443E-03,+1.023868322E+00,+2.688442115E+00
+77.570000E-03,-1.562311511E+00,-115.879416E-03,+18.843174E-03,+3.944723532E+00
+77.575000E-03,-1.557286385E+00,-115.879416E-03,+1.652009040E+00,+288.944609E-03
+77.580000E-03,-1.597487390E+00,-115.879416E-03,+2.028893471E+00,+4.547738612E+00
+77.585000E-03,-1.657788897E+00,-316.884443E-03,+18.843174E-03,+929.648131E-03
+77.590000E-03,-1.637688395E+00,-115.879416E-03,+1.023868322E+00,+2.738693371E+00
+77.595000E-03,-1.617587892E+00,-115.879416E-03,+18.843174E-03,+3.907035089E+00
+77.600000E-03,-1.677889399E+00,-316.884443E-03,+18.843174E-03,+138.190839E-03
+77.605000E-03,-1.622613018E+00,-115.879416E-03,+646.983892E-03,+4.497487355E+00
+77.610000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+841.708432E-03
+77.615000E-03,-1.697989902E+00,-279.196001E-03,+18.843174E-03,+2.738693371E+00
+77.620000E-03,-1.682914525E+00,-115.879416E-03,+18.843174E-03,+3.555276292E+00
+77.625000E-03,-1.622613018E+00,-115.879416E-03,+1.526380897E+00,+326.633051E-03
+77.630000E-03,-1.642713520E+00,-216.381930E-03,-860.553831E-03,+4.547738612E+00
+77.635000E-03,-1.677889399E+00,-279.196001E-03,+18.843174E-03,+841.708432E-03
+77.640000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+2.537688345E+00
+77.645000E-03,-1.738190906E+00,-115.879416E-03,+18.843174E-03,+3.743718505E+00
+77.650000E-03,-1.677889399E+00,-15.376903E-03,+18.843174E-03,+125.628024E-03
+77.655000E-03,-1.743216032E+00,-115.879416E-03,+521.355748E-03,+4.346733585E+00
+77.660000E-03,-1.677889399E+00,-115.879416E-03,+144.471318E-03,+741.205919E-03
+77.665000E-03,-1.597487390E+00,-178.693487E-03,+18.843174E-03,+2.638190858E+00
+77.670000E-03,-1.677889399E+00,-115.879416E-03,+18.843174E-03,+3.743718505E+00
+77.675000E-03,-1.677889399E+00,-115.879416E-03,-1.488694549E+00,+175.879281E-03
+77.680000E-03,-1.602512516E+00,-115.879416E-03,+18.843174E-03,+4.748743638E+00
+77.685000E-03,-1.622613018E+00,-115.879416E-03,+18.843174E-03,+791.457175E-03
+77.690000E-03,-1.562311511E+00,-27.939717E-03,+18.843174E-03,+2.738693371E+00
+77.695000E-03,-1.582412013E+00,-115.879416E-03,+18.843174E-03,+3.655778806E+00
+77.700000E-03,-1.522110506E+00,-316.884443E-03,+2.028893471E+00,+326.633051E-03
+77.705000E-03,-1.577386888E+00,-266.633186E-03,+18.843174E-03,+4.698492382E+00
+77.710000E-03,-1.517085381E+00,-115.879416E-03,+1.149496466E+00,+841.708432E-03
+77.715000E-03,-1.517085381E+00,-228.944744E-03,+1.023868322E+00,+2.939698398E+00
+77.720000E-03,-1.436683372E+00,-115.879416E-03,+18.843174E-03,+3.555276292E+00
+77.725000E-03,-1.436683372E+00,-115.879416E-03,+18.843174E-03,+477.386821E-03
+77.730000E-03,-1.396482367E+00,-115.879416E-03,+18.843174E-03,+4.648241125E+00
+77.735000E-03,-1.421607995E+00,-166.130673E-03,+18.843174E-03,+992.462202E-03
+77.740000E-03,-1.275879353E+00,-115.879416E-03,+18.843174E-03,+2.939698398E+00
+77.745000E-03,-1.336180860E+00,-266.633186E-03,+18.843174E-03,+3.542713478E+00
+77.750000E-03,-1.240703474E+00,-115.879416E-03,+18.843174E-03,+326.633051E-03
+77.755000E-03,-1.275879353E+00,-115.879416E-03,+521.355748E-03,+4.447236098E+00
+77.760000E-03,-1.195477344E+00,-115.879416E-03,+18.843174E-03,+741.205919E-03
+77.765000E-03,-1.115075335E+00,-115.879416E-03,+646.983892E-03,+2.801507442E+00
+77.770000E-03,-1.115075335E+00,-115.879416E-03,+1.149496466E+00,+3.655778806E+00
+77.775000E-03,-1.054773828E+00,-166.130673E-03,-1.488694549E+00,+326.633051E-03
+77.780000E-03,-1.034673326E+00,-115.879416E-03,-1.865578979E+00,+4.547738612E+00
+77.785000E-03,-1.034673326E+00,-178.693487E-03,+1.526380897E+00,+929.648131E-03
+77.790000E-03,-994.472321E-03,-115.879416E-03,+18.843174E-03,+2.839195885E+00
+77.795000E-03,-954.271317E-03,-115.879416E-03,+1.652009040E+00,+3.505025036E+00
+77.800000E-03,-873.869307E-03,-128.442231E-03,+18.843174E-03,+527.638078E-03
+77.805000E-03,-793.467298E-03,+85.125610E-03,+18.843174E-03,+4.547738612E+00
+77.810000E-03,-793.467298E-03,-115.879416E-03,+1.023868322E+00,+728.643104E-03
+77.815000E-03,-713.065289E-03,-115.879416E-03,+18.843174E-03,+2.889447141E+00
+77.820000E-03,-713.065289E-03,-115.879416E-03,+2.028893471E+00,+3.354271266E+00
+77.825000E-03,-632.663280E-03,-115.879416E-03,+1.526380897E+00,+477.386821E-03
+77.830000E-03,-552.261271E-03,-228.944744E-03,+18.843174E-03,+4.447236098E+00
+77.835000E-03,-552.261271E-03,-279.196001E-03,+18.843174E-03,+728.643104E-03
+77.840000E-03,-552.261271E-03,+72.562796E-03,+18.843174E-03,+2.738693371E+00
+77.845000E-03,-391.457252E-03,-115.879416E-03,+18.843174E-03,+3.341708452E+00
+77.850000E-03,-391.457252E-03,-115.879416E-03,+1.023868322E+00,+427.135564E-03
+77.855000E-03,-311.055243E-03,-115.879416E-03,-358.041257E-03,+4.547738612E+00
+77.860000E-03,-235.678359E-03,-128.442231E-03,+18.843174E-03,+929.648131E-03
+77.865000E-03,-230.653234E-03,-115.879416E-03,-483.669400E-03,+3.040200911E+00
+77.870000E-03,-190.452229E-03,-115.879416E-03,+18.843174E-03,+3.354271266E+00
+77.875000E-03,-150.251225E-03,-115.879416E-03,+18.843174E-03,+577.889334E-03
+77.880000E-03,-69.849215E-03,-115.879416E-03,+18.843174E-03,+4.359296399E+00
+77.885000E-03,+10.552794E-03,-266.633186E-03,+18.843174E-03,+791.457175E-03
+77.890000E-03,-29.648211E-03,-115.879416E-03,+1.023868322E+00,+3.140703425E+00
+77.895000E-03,+10.552794E-03,-115.879416E-03,+1.652009040E+00,+3.304020009E+00
+77.900000E-03,+171.356812E-03,-115.879416E-03,+18.843174E-03,+527.638078E-03
+77.905000E-03,+191.457314E-03,-115.879416E-03,+18.843174E-03,+4.346733585E+00
+77.910000E-03,+206.532691E-03,-115.879416E-03,+18.843174E-03,+929.648131E-03
+77.915000E-03,+312.060328E-03,-228.944744E-03,-986.181974E-03,+3.040200911E+00
+77.920000E-03,+332.160830E-03,-115.879416E-03,+2.028893471E+00,+3.354271266E+00
+77.925000E-03,+412.562840E-03,-115.879416E-03,-483.669400E-03,+527.638078E-03
+77.930000E-03,+492.964849E-03,-115.879416E-03,+18.843174E-03,+4.459798913E+00
+77.935000E-03,+472.864347E-03,-115.879416E-03,+18.843174E-03,+690.954662E-03
+77.940000E-03,+492.964849E-03,-128.442231E-03,+144.471318E-03,+3.341708452E+00
+77.945000E-03,+573.366858E-03,-65.628160E-03,+18.843174E-03,+3.140703425E+00
+77.950000E-03,+653.768867E-03,-115.879416E-03,+18.843174E-03,+628.140591E-03
+77.955000E-03,+653.768867E-03,-279.196001E-03,+1.652009040E+00,+4.396984842E+00
+77.960000E-03,+653.768867E-03,-115.879416E-03,+144.471318E-03,+728.643104E-03
+77.965000E-03,+814.572886E-03,-65.628160E-03,+2.028893471E+00,+3.241205938E+00
+77.970000E-03,+814.572886E-03,-15.376903E-03,+1.023868322E+00,+3.052763726E+00
