x-axis,2
second,Volt
-136.000E-06,
-135.900E-06,+63.162811697E+00
-135.800E-06,+64.419093132E+00
-135.700E-06,+65.172861993E+00
-135.600E-06,+63.665324271E+00
-135.500E-06,+64.921605706E+00
-135.400E-06,+64.419093132E+00
-135.300E-06,+64.419093132E+00
-135.200E-06,+63.162811697E+00
-135.100E-06,+65.298490137E+00
-135.000E-06,+64.921605706E+00
-134.900E-06,+64.419093132E+00
-134.800E-06,+65.675374568E+00
-134.700E-06,+65.675374568E+00
-134.600E-06,+64.419093132E+00
-134.500E-06,+63.665324271E+00
-134.400E-06,+64.419093132E+00
-134.300E-06,+64.419093132E+00
-134.200E-06,+64.419093132E+00
-134.100E-06,+64.419093132E+00
-134.000E-06,+65.675374568E+00
-133.900E-06,+64.419093132E+00
-133.800E-06,+64.419093132E+00
-133.700E-06,+63.288439840E+00
-133.600E-06,+65.675374568E+00
-133.500E-06,+64.419093132E+00
-133.400E-06,+64.419093132E+00
-133.300E-06,+65.298490137E+00
-133.200E-06,+64.419093132E+00
-133.100E-06,+63.288439840E+00
-133.000E-06,+63.665324271E+00
-132.900E-06,+63.288439840E+00
-132.800E-06,+64.419093132E+00
-132.700E-06,+13.162810564E+00
-132.600E-06,+13.414066851E+00
-132.500E-06,+8.137684822E+00
-132.400E-06,-1.912566662E+00
-132.300E-06,-3.922616959E+00
-132.200E-06,-1.912566662E+00
-132.100E-06,+2.107533932E+00
-132.000E-06,+4.117584229E+00
-131.900E-06,+2.107533932E+00
-131.800E-06,-656.285226E-03
-131.700E-06,-1.033169657E+00
-131.600E-06,+97.483635E-03
-131.500E-06,+2.107533932E+00
-131.400E-06,+1.353765070E+00
-131.300E-06,+976.880640E-03
-131.200E-06,+97.483635E-03
-131.100E-06,+2.107533932E+00
-131.000E-06,+97.483635E-03
-130.900E-06,+2.107533932E+00
-130.800E-06,+976.880640E-03
-130.700E-06,+97.483635E-03
-130.600E-06,+97.483635E-03
-130.500E-06,+97.483635E-03
-130.400E-06,-656.285226E-03
-130.300E-06,+976.880640E-03
-130.200E-06,-656.285226E-03
-130.100E-06,-1.033169657E+00
-130.000E-06,+97.483635E-03
-129.900E-06,+97.483635E-03
-129.800E-06,+97.483635E-03
-129.700E-06,-1.033169657E+00
-129.600E-06,-1.912566662E+00
-129.500E-06,+97.483635E-03
-129.400E-06,-656.285226E-03
-129.300E-06,-279.400796E-03
-129.200E-06,-656.285226E-03
-129.100E-06,-1.033169657E+00
-129.000E-06,-1.912566662E+00
-128.900E-06,-1.033169657E+00
-128.800E-06,-1.033169657E+00
-128.700E-06,-1.033169657E+00
-128.600E-06,-656.285226E-03
-128.500E-06,-1.912566662E+00
-128.400E-06,-1.912566662E+00
-128.300E-06,-2.289451092E+00
-128.200E-06,-7.063320547E+00
-128.100E-06,-3.922616959E+00
-128.000E-06,-4.676385820E+00
-127.900E-06,-4.676385820E+00
-127.800E-06,-7.063320547E+00
-127.700E-06,+183.012060642E+00
-127.600E-06,+187.032161236E+00
-127.500E-06,+163.414070249E+00
-127.400E-06,+119.444220006E+00
-127.300E-06,+106.630149364E+00
-127.200E-06,+129.117587060E+00
-127.100E-06,+158.514572650E+00
-127.000E-06,+162.911557674E+00
-126.900E-06,+150.348743320E+00
-126.800E-06,+137.534672678E+00
-126.700E-06,+135.524622381E+00
-126.600E-06,+145.197989434E+00
-126.500E-06,+153.238190621E+00
-126.400E-06,+154.368843913E+00
-126.300E-06,+150.851255894E+00
-126.200E-06,+146.831155300E+00
-126.100E-06,+146.831155300E+00
-126.000E-06,+149.971858889E+00
-125.900E-06,+151.981909186E+00
-125.800E-06,+154.871356487E+00
-125.700E-06,+151.981909186E+00
-125.600E-06,+150.348743320E+00
-125.500E-06,+152.861306190E+00
-125.400E-06,+152.861306190E+00
-125.300E-06,+156.002009779E+00
-125.200E-06,+153.615075052E+00
-125.100E-06,+154.871356487E+00
-125.000E-06,+153.615075052E+00
-124.900E-06,+156.002009779E+00
-124.800E-06,+156.881406784E+00
-124.700E-06,+154.871356487E+00
-124.600E-06,+156.881406784E+00
-124.500E-06,+155.625125349E+00
-124.400E-06,+156.002009779E+00
-124.300E-06,+158.891457081E+00
-124.200E-06,+158.012060076E+00
-124.100E-06,+158.891457081E+00
-124.000E-06,+158.891457081E+00
-123.900E-06,+158.012060076E+00
-123.800E-06,+158.891457081E+00
-123.700E-06,+158.891457081E+00
-123.600E-06,+160.022110373E+00
-123.500E-06,+162.911557674E+00
-123.400E-06,+162.911557674E+00
-123.300E-06,+162.911557674E+00
-123.200E-06,+162.911557674E+00
-123.100E-06,-17.741712749E+00
-123.000E-06,+15.926629722E+00
-122.900E-06,-17.364828318E+00
-122.800E-06,-9.952767849E+00
-122.700E-06,+4.620096803E+00
-122.600E-06,+7.383915961E+00
-122.500E-06,+6.127634525E+00
-122.400E-06,+1.353765070E+00
