Frequency (Hz)	Level (dB)
27962.402344	-116.148048
27963.867188	-115.897087
27965.332031	-120.430672
27966.796875	-122.614815
27968.261719	-120.492798
27969.726563	-118.981087
27971.191406	-117.752014
27972.656250	-114.191048
27974.121094	-112.257912
27975.585938	-111.389816
27977.050781	-113.428635
27978.515625	-115.030067
27979.980469	-111.636215
27981.445313	-109.666748
27982.910156	-113.913246
27984.375000	-113.243614
27985.839844	-118.259476
27987.304688	-114.393555
27988.769531	-117.956421
27990.234375	-109.848602
27991.699219	-111.652985
27993.164063	-111.139885
27994.628906	-107.248817
27996.093750	-105.219124
27997.558594	-111.865211
27999.023438	-112.342537
28000.488281	-110.499428
28001.953125	-111.762749
28003.417969	-111.595634
28004.882813	-107.320328
28006.347656	-111.970184
28007.812500	-127.086029
28009.277344	-116.000114
28010.742188	-109.988487
28012.207031	-114.221985
28013.671875	-118.010109
28015.136719	-108.566170
28016.601563	-106.600487
28018.066406	-105.704666
28019.531250	-106.223946
28020.996094	-107.309715
28022.460938	-110.000114
28023.925781	-114.495239
28025.390625	-123.601700
28026.855469	-119.202347
28028.320313	-113.627213
28029.785156	-114.316902
28031.250000	-114.617004
28032.714844	-115.436501
28034.179688	-117.904243
28035.644531	-119.659134
28037.109375	-124.402000
28038.574219	-118.262108
28040.039063	-113.623840
28041.503906	-113.656990
28042.968750	-115.013031
28044.433594	-117.912857
28045.898438	-123.661804
28047.363281	-117.489433
28048.828125	-121.046341
28050.292969	-122.842674
28051.757813	-126.144897
28053.222656	-119.093330
28054.687500	-115.452354
28056.152344	-119.823723
28057.617188	-114.813393
28059.082031	-120.312218
28060.546875	-120.250595
28062.011719	-116.739708
28063.476563	-115.239525
28064.941406	-112.550827
28066.406250	-113.448967
28067.871094	-128.953644
28069.335938	-115.102905
28070.800781	-114.236702
28072.265625	-120.214912
28073.730469	-123.225304
28075.195313	-126.611374
28076.660156	-121.784599
28078.125000	-119.522865
28079.589844	-120.006554
28081.054688	-119.534508
28082.519531	-122.342705
28083.984375	-124.567757
28085.449219	-125.628128
28086.914063	-120.652237
28088.378906	-117.867409
28089.843750	-121.322624
28091.308594	-124.030243
28092.773438	-125.310349
28094.238281	-125.362869
28095.703125	-121.860275
28097.167969	-125.235481
28098.632813	-124.456635
28100.097656	-124.246407
28101.562500	-118.100113
28103.027344	-118.012260
28104.492188	-124.110283
28105.957031	-126.064545
28107.421875	-122.502617
28108.886719	-119.458420
28110.351563	-120.734802
28111.816406	-120.224350
28113.281250	-118.982246
28114.746094	-120.385788
28116.210938	-117.715630
28117.675781	-119.101463
28119.140625	-115.984634
28120.605469	-117.520935
28122.070313	-122.748451
28123.535156	-118.038727
28125.000000	-118.355675
28126.464844	-118.569679
28127.929688	-116.985039
28129.394531	-121.649002
28130.859375	-118.817062
28132.324219	-122.682678
28133.789063	-126.850723
28135.253906	-125.074715
28136.718750	-118.307007
28138.183594	-118.628090
28139.648438	-123.347023
28141.113281	-123.312363
28142.578125	-119.289642
28144.042969	-115.243919
28145.507813	-116.392120
28146.972656	-119.921638
28148.437500	-119.383827
28149.902344	-127.293457
28151.367188	-119.744942
28152.832031	-117.003548
28154.296875	-123.254280
28155.761719	-120.911667
28157.226563	-122.939568
28158.691406	-126.333847
28160.156250	-121.105164
28161.621094	-119.019218
28163.085938	-123.485451
28164.550781	-127.002983
28166.015625	-124.924927
28167.480469	-119.874596
28168.945313	-121.322083
28170.410156	-123.512741
28171.875000	-118.423508
28173.339844	-118.171844
28174.804688	-117.835388
28176.269531	-122.320107
28177.734375	-118.010132
28179.199219	-119.136040
28180.664063	-122.420570
28182.128906	-120.322906
28183.593750	-117.249397
28185.058594	-126.074005
28186.523438	-116.983864
28187.988281	-123.926270
28189.453125	-121.699570
28190.917969	-120.927864
28192.382813	-119.404289
28193.847656	-115.421150
28195.312500	-118.577011
28196.777344	-118.907364
28198.242188	-118.983330
28199.707031	-117.492805
28201.171875	-117.076584
28202.636719	-122.722862
28204.101563	-120.518333
28205.566406	-118.149925
28207.031250	-117.537842
28208.496094	-118.101746
28209.960938	-121.870720
28211.425781	-121.491829
28212.890625	-117.341087
28214.355469	-119.186798
28215.820313	-122.746422
28217.285156	-117.183487
28218.750000	-128.553360
28220.214844	-122.610397
28221.679688	-126.980431
28223.144531	-119.033363
28224.609375	-117.243141
28226.074219	-121.871246
28227.539063	-121.661499
28229.003906	-125.826401
28230.468750	-124.600464
28231.933594	-129.808426
28233.398438	-136.606140
28234.863281	-121.514839
28236.328125	-123.939232
28237.792969	-130.064957
28239.257813	-134.516098
28240.722656	-120.697395
28242.187500	-118.618355
28243.652344	-124.038521
28245.117188	-124.025063
28246.582031	-129.176941
28248.046875	-124.717865
28249.511719	-129.661423
28250.976563	-127.560768
28252.441406	-122.239799
28253.906250	-119.876350
28255.371094	-120.876282
28256.835938	-121.464966
28258.300781	-129.444016
28259.765625	-124.674080
28261.230469	-121.734138
28262.695313	-125.514435
28264.160156	-124.463417
28265.625000	-128.967865
28267.089844	-126.539192
28268.554688	-121.041611
28270.019531	-118.498085
28271.484375	-123.044014
28272.949219	-128.176025
28274.414063	-124.241402
28275.878906	-122.997093
28277.343750	-124.625496
28278.808594	-125.163498
28280.273438	-121.030907
28281.738281	-120.991676
28283.203125	-128.926376
28284.667969	-125.239159
28286.132813	-121.686172
28287.597656	-121.876076
28289.062500	-116.973015
28290.527344	-119.811188
28291.992188	-127.902702
28293.457031	-123.215462
28294.921875	-122.613991
28296.386719	-120.605904
28297.851563	-119.284576
28299.316406	-121.274475
28300.781250	-126.577629
28302.246094	-125.945168
28303.710938	-128.879196
28305.175781	-120.476990
28306.640625	-121.233269
28308.105469	-125.343742
28309.570313	-122.080711
28311.035156	-122.679085
28312.500000	-123.172554
28313.964844	-126.258934
28315.429688	-123.958313
28316.894531	-120.881699
28318.359375	-131.114914
28319.824219	-124.503616
28321.289063	-122.814682
28322.753906	-127.320351
28324.218750	-124.294670
28325.683594	-123.186615
28327.148438	-123.038170
28328.613281	-121.051086
28330.078125	-122.220131
28331.542969	-123.002701
28333.007813	-126.178520
28334.472656	-125.873878
28335.937500	-121.898750
28337.402344	-122.088661
28338.867188	-121.251770
28340.332031	-121.327080
28341.796875	-122.744087
28343.261719	-120.633408
28344.726563	-124.698204
28346.191406	-125.166840
28347.656250	-122.360130
28349.121094	-125.130798
28350.585938	-121.185051
28352.050781	-119.534996
28353.515625	-128.294785
28354.980469	-125.416054
28356.445313	-126.353966
28357.910156	-131.199875
28359.375000	-122.592445
28360.839844	-121.741661
28362.304688	-126.048157
28363.769531	-127.508644
28365.234375	-127.278107
28366.699219	-125.050507
28368.164063	-122.733475
28369.628906	-119.542152
28371.093750	-122.002502
28372.558594	-130.411240
28374.023438	-125.024071
28375.488281	-118.536125
28376.953125	-123.686935
28378.417969	-129.272171
28379.882813	-124.533730
28381.347656	-126.992188
28382.812500	-121.297607
28384.277344	-122.472435
28385.742188	-123.661713
28387.207031	-124.475723
28388.671875	-124.249718
28390.136719	-131.614838
28391.601563	-128.080917
28393.066406	-127.330315
28394.531250	-123.251747
28395.996094	-122.662300
28397.460938	-126.427078
28398.925781	-126.921547
28400.390625	-125.152306
28401.855469	-124.206619
28403.320313	-124.356071
28404.785156	-133.169128
28406.250000	-130.689026
28407.714844	-127.274529
28409.179688	-135.705399
28410.644531	-127.361717
28412.109375	-123.978104
28413.574219	-122.927925
28415.039063	-122.213310
28416.503906	-122.555603
28417.968750	-135.148392
28419.433594	-127.107758
28420.898438	-128.307297
28422.363281	-121.689285
28423.828125	-124.272369
28425.292969	-132.591461
28426.757813	-124.019707
28428.222656	-120.078400
28429.687500	-121.607956
28431.152344	-127.170036
28432.617188	-120.020752
28434.082031	-119.211182
28435.546875	-122.756332
28437.011719	-125.990517
28438.476563	-129.175583
28439.941406	-125.493073
28441.406250	-122.860924
28442.871094	-121.405571
28444.335938	-121.403938
28445.800781	-128.643890
28447.265625	-124.284958
28448.730469	-121.120735
28450.195313	-123.887383
28451.660156	-124.659103
28453.125000	-122.054535
28454.589844	-122.066521
28456.054688	-124.625946
28457.519531	-126.466888
28458.984375	-124.741692
28460.449219	-124.304054
28461.914063	-124.406342
28463.378906	-122.984085
28464.843750	-121.619125
28466.308594	-120.055016
28467.773438	-121.236092
28469.238281	-123.852135
28470.703125	-123.158325
28472.167969	-122.046082
28473.632813	-131.259567
28475.097656	-124.986023
28476.562500	-123.904785
28478.027344	-123.508919
28479.492188	-121.878654
28480.957031	-121.927910
28482.421875	-124.183044
28483.886719	-131.361832
28485.351563	-122.539612
28486.816406	-122.724045
28488.281250	-121.832558
28489.746094	-122.318245
28491.210938	-125.242012
28492.675781	-120.523865
28494.140625	-124.385628
28495.605469	-124.335716
28497.070313	-120.877586
28498.535156	-122.358841
28500.000000	-123.570793
28501.464844	-123.842995
28502.929688	-122.591316
28504.394531	-121.989357
28505.859375	-122.872421
28507.324219	-121.376854
28508.789063	-123.446144
28510.253906	-125.516373
28511.718750	-122.049217
28513.183594	-126.035995
28514.648438	-127.981163
28516.113281	-127.721581
28517.578125	-131.519257
28519.042969	-125.963211
28520.507813	-123.896927
28521.972656	-122.999924
28523.437500	-119.897263
28524.902344	-122.940712
28526.367188	-122.345726
28527.832031	-120.354698
28529.296875	-124.909935
28530.761719	-125.367882
28532.226563	-124.441063
28533.691406	-123.136925
28535.156250	-121.353622
28536.621094	-126.097382
28538.085938	-122.495796
28539.550781	-119.536186
28541.015625	-120.466782
28542.480469	-126.612221
28543.945313	-117.814209
28545.410156	-117.994377
28546.875000	-118.340965
28548.339844	-120.913010
28549.804688	-118.182938
28551.269531	-120.058937
28552.734375	-124.741875
28554.199219	-119.422256
28555.664063	-119.472198
28557.128906	-122.597672
28558.593750	-123.205315
28560.058594	-131.483429
28561.523438	-123.814217
28562.988281	-120.498756
28564.453125	-122.012230
28565.917969	-126.536934
28567.382813	-124.973457
28568.847656	-124.349106
28570.312500	-122.037384
28571.777344	-120.645836
28573.242188	-123.032082
28574.707031	-119.946342
28576.171875	-120.995003
28577.636719	-123.848068
28579.101563	-121.769615
28580.566406	-118.494904
28582.031250	-119.881683
28583.496094	-129.122742
28584.960938	-117.964264
28586.425781	-118.742271
28587.890625	-116.209259
28589.355469	-119.000175
28590.820313	-128.555862
28592.285156	-120.875542
28593.750000	-118.890732
28595.214844	-121.124496
28596.679688	-121.148521
28598.144531	-119.390190
28599.609375	-118.644562
28601.074219	-120.842407
28602.539063	-123.115891
28604.003906	-117.897797
28605.468750	-119.294380
28606.933594	-122.069054
28608.398438	-123.977409
28609.863281	-120.571053
28611.328125	-117.480408
28612.792969	-123.516632
28614.257813	-122.899483
28615.722656	-121.481468
28617.187500	-117.228264
28618.652344	-119.959167
28620.117188	-119.319588
28621.582031	-116.656929
28623.046875	-117.505562
28624.511719	-118.346870
28625.976563	-121.806053
28627.441406	-125.859253
28628.906250	-128.016815
28630.371094	-129.037094
28631.835938	-127.110252
28633.300781	-128.932419
28634.765625	-121.667473
28636.230469	-116.763718
28637.695313	-122.066017
28639.160156	-123.033867
28640.625000	-123.034966
28642.089844	-123.178505
28643.554688	-126.940712
28645.019531	-119.833496
28646.484375	-120.365051
28647.949219	-121.948799
28649.414063	-119.635925
28650.878906	-122.332733
28652.343750	-126.919220
28653.808594	-124.206505
28655.273438	-126.756165
28656.738281	-123.934959
28658.203125	-121.402435
28659.667969	-119.241394
28661.132813	-121.682533
28662.597656	-118.277794
28664.062500	-116.207123
28665.527344	-119.191086
28666.992188	-122.896004
28668.457031	-126.696877
28669.921875	-121.377335
28671.386719	-122.903893
28672.851563	-125.084839
28674.316406	-119.780304
28675.781250	-129.720612
28677.246094	-123.507141
28678.710938	-122.365135
28680.175781	-126.639313
28681.640625	-126.326019
28683.105469	-124.368408
28684.570313	-123.162193
28686.035156	-122.995590
28687.500000	-116.946365
28688.964844	-117.541405
28690.429688	-124.812576
28691.894531	-121.946312
28693.359375	-123.406746
28694.824219	-127.394638
28696.289063	-120.348801
28697.753906	-119.952652
28699.218750	-115.369362
28700.683594	-112.439278
28702.148438	-117.094894
28703.613281	-118.368149
28705.078125	-118.928375
28706.542969	-117.625969
28708.007813	-119.253204
28709.472656	-119.740929
28710.937500	-115.813950
28712.402344	-116.076019
28713.867188	-121.934189
28715.332031	-124.967758
28716.796875	-116.781525
28718.261719	-120.566109
28719.726563	-132.000610
28721.191406	-121.182030
28722.656250	-120.960129
28724.121094	-122.256226
28725.585938	-120.303917
28727.050781	-122.922821
28728.515625	-120.932579
28729.980469	-119.564186
28731.445313	-121.763000
28732.910156	-118.512390
28734.375000	-117.335915
28735.839844	-120.847534
28737.304688	-123.959877
28738.769531	-124.209183
28740.234375	-123.603050
28741.699219	-121.349007
28743.164063	-124.117790
28744.628906	-121.160149
28746.093750	-117.702507
28747.558594	-118.413345
28749.023438	-121.702217
28750.488281	-125.057037
28751.953125	-120.688515
28753.417969	-117.300438
28754.882813	-121.396393
28756.347656	-134.757019
28757.812500	-124.109192
28759.277344	-121.479103
28760.742188	-123.481575
28762.207031	-122.012482
28763.671875	-121.983345
28765.136719	-125.141273
28766.601563	-122.746498
28768.066406	-121.192627
28769.531250	-122.443695
28770.996094	-123.408340
28772.460938	-122.446037
28773.925781	-124.396873
28775.390625	-119.855469
28776.855469	-117.658852
28778.320313	-122.626686
28779.785156	-120.995560
28781.250000	-115.782318
28782.714844	-118.753204
28784.179688	-116.940277
28785.644531	-118.522621
28787.109375	-127.327293
28788.574219	-120.023026
28790.039063	-120.443695
28791.503906	-119.230385
28792.968750	-125.930016
28794.433594	-120.069084
28795.898438	-117.317108
28797.363281	-114.511810
28798.828125	-116.507195
28800.292969	-113.209961
28801.757813	-115.564873
28803.222656	-116.115685
28804.687500	-117.954590
28806.152344	-117.705116
28807.617188	-116.956917
28809.082031	-115.865379
28810.546875	-120.271469
28812.011719	-122.379387
28813.476563	-122.153152
28814.941406	-120.146416
28816.406250	-114.763420
28817.871094	-114.847038
28819.335938	-123.304375
28820.800781	-115.462746
28822.265625	-115.162903
28823.730469	-114.979340
28825.195313	-116.190277
28826.660156	-119.753609
28828.125000	-126.448807
28829.589844	-118.418190
28831.054688	-117.979263
28832.519531	-115.998413
28833.984375	-118.099464
28835.449219	-120.640968
28836.914063	-123.090248
28838.378906	-132.963348
28839.843750	-126.305138
28841.308594	-118.699234
28842.773438	-120.093178
28844.238281	-119.969177
28845.703125	-114.860191
28847.167969	-116.223694
28848.632813	-122.544533
28850.097656	-116.627869
28851.562500	-114.498512
28853.027344	-116.768089
28854.492188	-119.272812
28855.957031	-120.784607
28857.421875	-124.758667
28858.886719	-119.385918
28860.351563	-119.565643
28861.816406	-120.502480
28863.281250	-118.611816
28864.746094	-126.458008
28866.210938	-120.056786
28867.675781	-117.055351
28869.140625	-119.244934
28870.605469	-116.866920
28872.070313	-116.637970
28873.535156	-126.614464
28875.000000	-121.713493
28876.464844	-119.335243
28877.929688	-116.048897
28879.394531	-117.415375
28880.859375	-114.792992
28882.324219	-113.015556
28883.789063	-114.765373
28885.253906	-115.056885
28886.718750	-120.067719
28888.183594	-113.486122
28889.648438	-118.519798
28891.113281	-120.072800
28892.578125	-121.454948
28894.042969	-112.935127
28895.507813	-111.338043
28896.972656	-117.216263
28898.437500	-113.887672
28899.902344	-110.136711
28901.367188	-112.429176
28902.832031	-112.905014
28904.296875	-111.963287
28905.761719	-111.147202
28907.226563	-111.102592
28908.691406	-106.664635
28910.156250	-108.733261
28911.621094	-112.800514
28913.085938	-110.474258
28914.550781	-108.307808
28916.015625	-108.513680
28917.480469	-115.179459
28918.945313	-109.364571
28920.410156	-111.647141
28921.875000	-120.222351
28923.339844	-111.202126
28924.804688	-112.600204
28926.269531	-121.180267
28927.734375	-121.098244
28929.199219	-121.407745
28930.664063	-123.808250
28932.128906	-119.852684
28933.593750	-117.120705
28935.058594	-118.488327
28936.523438	-114.127380
28937.988281	-112.723480
28939.453125	-118.388161
28940.917969	-122.177002
28942.382813	-126.126587
28943.847656	-127.153053
28945.312500	-127.852226
28946.777344	-130.433365
28948.242188	-120.144897
28949.707031	-117.501617
28951.171875	-120.058586
28952.636719	-124.552467
28954.101563	-121.861084
28955.566406	-121.377472
28957.031250	-122.094276
28958.496094	-123.337784
28959.960938	-120.289780
28961.425781	-121.062752
28962.890625	-123.016098
28964.355469	-120.104141
28965.820313	-121.446281
28967.285156	-125.238792
28968.750000	-123.601410
28970.214844	-124.085075
28971.679688	-124.824478
28973.144531	-127.795319
28974.609375	-121.111923
28976.074219	-119.233612
28977.539063	-123.643814
28979.003906	-119.940765
28980.468750	-124.120728
28981.933594	-119.600189
28983.398438	-126.774323
28984.863281	-122.521057
28986.328125	-117.635941
28987.792969	-115.210396
28989.257813	-116.297020
28990.722656	-120.097557
28992.187500	-120.890152
28993.652344	-124.854202
28995.117188	-116.278336
28996.582031	-123.790367
28998.046875	-120.916672
28999.511719	-111.775848
29000.976563	-110.390152
29002.441406	-113.009026
29003.906250	-116.402367
29005.371094	-119.974953
29006.835938	-120.279709
29008.300781	-112.885147
29009.765625	-115.227905
29011.230469	-118.717194
29012.695313	-115.940521
29014.160156	-116.255173
29015.625000	-117.810738
29017.089844	-116.948227
29018.554688	-114.826126
29020.019531	-117.725655
29021.484375	-114.682762
29022.949219	-116.507668
29024.414063	-116.382797
29025.878906	-117.215569
29027.343750	-117.274788
29028.808594	-119.147644
29030.273438	-122.096291
29031.738281	-124.561234
29033.203125	-117.349541
29034.667969	-118.152481
29036.132813	-121.796928
29037.597656	-118.886688
29039.062500	-130.155029
29040.527344	-124.393639
29041.992188	-123.432526
29043.457031	-120.765579
29044.921875	-123.798073
29046.386719	-125.814201
29047.851563	-127.164284
29049.316406	-121.889244
29050.781250	-130.259018
29052.246094	-120.742813
29053.710938	-121.804306
29055.175781	-128.634399
29056.640625	-123.246849
29058.105469	-125.075394
29059.570313	-125.603439
29061.035156	-126.850533
29062.500000	-123.299446
29063.964844	-124.141754
29065.429688	-122.450661
29066.894531	-121.715919
29068.359375	-128.071533
29069.824219	-124.156380
29071.289063	-125.047997
29072.753906	-132.405212
29074.218750	-128.305573
29075.683594	-127.468773
29077.148438	-131.031403
29078.613281	-131.895538
29080.078125	-126.106842
29081.542969	-126.444122
29083.007813	-123.963127
29084.472656	-127.528229
29085.937500	-126.134140
29087.402344	-125.849838
29088.867188	-131.520523
29090.332031	-130.906815
29091.796875	-128.096741
29093.261719	-130.732910
29094.726563	-130.298538
29096.191406	-127.517738
29097.656250	-127.241455
29099.121094	-138.208435
29100.585938	-128.919922
29102.050781	-129.511444
29103.515625	-134.741928
29104.980469	-131.985199
29106.445313	-128.163666
29107.910156	-127.815666
29109.375000	-125.358475
29110.839844	-125.996643
29112.304688	-126.837517
29113.769531	-127.869965
29115.234375	-133.892990
29116.699219	-131.948227
29118.164063	-129.236954
29119.628906	-130.006744
29121.093750	-129.552460
29122.558594	-129.395905
29124.023438	-126.662827
29125.488281	-124.181595
29126.953125	-124.270882
29128.417969	-121.274529
29129.882813	-122.262001
29131.347656	-125.873924
29132.812500	-124.077850
29134.277344	-127.647079
29135.742188	-130.975845
29137.207031	-130.049683
29138.671875	-128.540726
29140.136719	-128.515549
29141.601563	-126.927376
29143.066406	-125.703369
29144.531250	-132.114807
29145.996094	-133.530197
29147.460938	-128.237549
29148.925781	-126.354034
29150.390625	-129.585114
29151.855469	-138.608124
29153.320313	-131.816986
29154.785156	-128.220276
29156.250000	-124.275986
29157.714844	-130.978882
29159.179688	-133.402695
29160.644531	-130.616714
29162.109375	-130.117996
29163.574219	-133.652237
29165.039063	-132.384308
29166.503906	-128.609222
29167.968750	-127.593681
29169.433594	-131.042511
29170.898438	-128.284363
29172.363281	-138.341873
29173.828125	-127.872719
29175.292969	-133.105774
29176.757813	-129.233994
29178.222656	-134.179337
29179.687500	-124.440559
29181.152344	-129.280823
29182.617188	-129.179306
29184.082031	-131.312714
29185.546875	-129.444702
29187.011719	-126.525414
29188.476563	-126.660583
29189.941406	-133.829681
29191.406250	-142.936996
29192.871094	-134.383240
29194.335938	-134.006348
29195.800781	-131.585129
29197.265625	-129.813583
29198.730469	-125.750000
29200.195313	-126.569351
29201.660156	-127.842857
29203.125000	-125.640900
29204.589844	-128.932770
29206.054688	-131.422577
29207.519531	-131.765381
29208.984375	-135.658798
29210.449219	-126.289909
29211.914063	-126.060730
29213.378906	-129.886597
29214.843750	-132.807785
29216.308594	-130.869797
29217.773438	-129.921585
29219.238281	-127.844246
29220.703125	-129.233002
29222.167969	-130.911591
29223.632813	-137.497833
29225.097656	-130.534271
29226.562500	-126.786606
29228.027344	-129.632568
29229.492188	-128.706909
29230.957031	-132.444946
29232.421875	-128.992950
29233.886719	-135.956680
29235.351563	-132.988968
29236.816406	-133.573425
29238.281250	-141.793747
29239.746094	-136.277527
29241.210938	-131.017532
29242.675781	-130.260040
29244.140625	-132.354462
29245.605469	-134.835510
29247.070313	-133.955185
29248.535156	-129.719147
29250.000000	-124.230774
29251.464844	-126.832008
29252.929688	-131.601227
29254.394531	-131.449173
29255.859375	-130.365509
29257.324219	-135.502609
29258.789063	-136.112869
29260.253906	-137.906158
29261.718750	-133.834366
29263.183594	-130.947388
29264.648438	-131.464294
29266.113281	-129.835678
29267.578125	-127.779732
29269.042969	-126.669373
29270.507813	-127.531006
29271.972656	-131.538391
29273.437500	-128.888626
29274.902344	-129.498260
29276.367188	-129.891479
29277.832031	-129.531677
29279.296875	-133.131668
29280.761719	-133.907120
29282.226563	-134.253250
29283.691406	-133.092224
29285.156250	-128.863846
29286.621094	-130.174438
29288.085938	-135.738846
29289.550781	-136.149612
29291.015625	-134.528885
29292.480469	-134.564056
29293.945313	-133.209946
29295.410156	-131.543915
29296.875000	-125.912033
29298.339844	-130.531204
29299.804688	-132.856033
29301.269531	-134.955048
29302.734375	-131.547684
29304.199219	-138.328537
29305.664063	-129.498627
29307.128906	-127.585381
29308.593750	-128.862228
29310.058594	-138.728027
29311.523438	-131.312225
29312.988281	-130.042999
29314.453125	-126.810303
29315.917969	-131.879852
29317.382813	-132.935532
29318.847656	-131.191345
29320.312500	-129.384033
29321.777344	-131.404663
29323.242188	-134.894241
29324.707031	-130.136734
29326.171875	-132.300644
29327.636719	-129.502792
29329.101563	-131.794250
29330.566406	-138.575958
29332.031250	-132.947220
29333.496094	-135.145538
29334.960938	-137.959030
29336.425781	-139.211746
29337.890625	-140.968262
29339.355469	-137.627197
29340.820313	-143.153915
29342.285156	-135.053802
29343.750000	-129.969666
29345.214844	-132.828979
29346.679688	-131.239243
29348.144531	-134.848892
29349.609375	-138.954712
29351.074219	-132.545746
29352.539063	-133.807053
29354.003906	-133.667633
29355.468750	-129.747681
29356.933594	-131.347137
29358.398438	-132.386490
29359.863281	-131.330475
29361.328125	-132.124008
29362.792969	-136.634552
29364.257813	-132.906204
29365.722656	-130.496216
29367.187500	-126.167419
29368.652344	-129.054199
29370.117188	-134.256332
29371.582031	-132.425751
29373.046875	-131.093948
29374.511719	-129.285370
29375.976563	-133.785660
29377.441406	-128.546143
29378.906250	-131.709045
29380.371094	-132.648087
29381.835938	-134.042648
29383.300781	-138.966278
29384.765625	-132.350983
29386.230469	-131.198181
29387.695313	-131.673462
29389.160156	-130.194000
29390.625000	-127.561470
29392.089844	-130.098160
29393.554688	-134.280182
29395.019531	-144.334991
29396.484375	-132.448593
29397.949219	-130.116074
29399.414063	-129.567200
29400.878906	-131.498199
29402.343750	-142.974442
29403.808594	-135.182220
29405.273438	-129.018463
29406.738281	-128.611679
29408.203125	-138.290329
29409.667969	-134.900421
29411.132813	-132.813644
29412.597656	-131.051361
29414.062500	-127.006035
29415.527344	-134.081085
29416.992188	-132.190781
29418.457031	-133.180191
29419.921875	-134.860748
29421.386719	-139.208817
29422.851563	-132.613739
29424.316406	-135.942993
29425.781250	-137.530182
29427.246094	-135.745560
29428.710938	-127.779137
29430.175781	-131.464920
29431.640625	-132.914856
29433.105469	-133.890076
29434.570313	-139.956650
29436.035156	-130.620407
29437.500000	-125.571671
29438.964844	-131.575577
29440.429688	-133.994720
29441.894531	-137.652313
29443.359375	-139.656738
29444.824219	-134.441971
29446.289063	-136.442612
29447.753906	-140.384949
29449.218750	-135.170090
29450.683594	-133.488815
29452.148438	-131.896927
29453.613281	-133.376862
29455.078125	-140.393387
29456.542969	-134.621796
29458.007813	-132.521301
29459.472656	-128.990219
29460.937500	-125.277855
29462.402344	-134.111603
29463.867188	-134.268600
29465.332031	-131.347000
29466.796875	-128.442673
29468.261719	-129.806580
29469.726563	-138.175461
29471.191406	-133.781540
29472.656250	-131.756195
29474.121094	-132.141327
29475.585938	-138.623245
29477.050781	-134.371933
29478.515625	-138.732559
29479.980469	-145.019028
29481.445313	-139.298813
29482.910156	-129.354523
29484.375000	-125.981575
29485.839844	-130.927383
29487.304688	-139.971039
29488.769531	-136.861191
29490.234375	-135.473129
29491.699219	-137.321335
29493.164063	-135.236588
29494.628906	-135.672287
29496.093750	-137.665527
29497.558594	-134.795471
29499.023438	-137.965942
29500.488281	-135.984970
29501.953125	-136.451431
29503.417969	-134.298508
29504.882813	-133.055679
29506.347656	-129.892044
29507.812500	-128.342850
29509.277344	-132.058609
29510.742188	-135.159119
29512.207031	-134.688049
29513.671875	-136.986832
29515.136719	-138.542526
29516.601563	-134.551865
29518.066406	-136.241714
29519.531250	-139.416458
29520.996094	-141.376266
29522.460938	-130.055038
29523.925781	-129.856827
29525.390625	-132.024750
29526.855469	-133.729660
29528.320313	-133.663422
29529.785156	-130.610046
29531.250000	-127.162720
29532.714844	-132.899796
29534.179688	-139.064896
29535.644531	-132.399719
29537.109375	-132.794922
29538.574219	-136.787735
29540.039063	-141.240845
29541.503906	-138.645599
29542.968750	-137.083405
29544.433594	-134.184296
29545.898438	-138.263214
29547.363281	-140.477203
29548.828125	-134.158081
29550.292969	-132.167404
29551.757813	-137.191162
29553.222656	-131.594208
29554.687500	-127.016495
29556.152344	-131.947937
29557.617188	-136.001877
29559.082031	-139.319702
29560.546875	-143.170807
29562.011719	-143.466843
29563.476563	-136.923019
29564.941406	-131.833038
29566.406250	-130.638794
29567.871094	-133.150391
29569.335938	-140.575577
29570.800781	-141.205048
29572.265625	-140.878555
29573.730469	-137.881973
29575.195313	-136.622101
29576.660156	-129.774292
29578.125000	-126.591766
29579.589844	-133.379562
29581.054688	-133.985550
29582.519531	-133.947311
29583.984375	-136.276443
29585.449219	-142.201965
29586.914063	-134.606873
29588.378906	-132.985687
29589.843750	-136.361893
29591.308594	-140.330917
29592.773438	-140.214188
29594.238281	-137.387253
29595.703125	-133.316559
29597.167969	-137.029984
29598.632813	-137.071808
29600.097656	-131.874100
29601.562500	-128.364563
29603.027344	-134.450790
29604.492188	-134.363556
29605.957031	-131.500916
29607.421875	-133.092087
29608.886719	-141.213272
29610.351563	-140.201630
29611.816406	-134.939041
29613.281250	-134.144516
29614.746094	-136.584869
29616.210938	-137.873825
29617.675781	-133.484085
29619.140625	-136.216476
29620.605469	-139.936661
29622.070313	-137.557953
29623.535156	-132.370590
29625.000000	-128.705002
29626.464844	-135.284897
29627.929688	-133.226120
29629.394531	-134.629593
29630.859375	-142.104340
29632.324219	-133.945709
29633.789063	-131.235321
29635.253906	-136.578918
29636.718750	-140.006683
29638.183594	-132.712128
29639.648438	-129.542374
29641.113281	-131.499191
29642.578125	-134.588730
29644.042969	-134.657547
29645.507813	-132.881424
29646.972656	-130.190948
29648.437500	-130.726181
29649.902344	-131.532562
29651.367188	-136.295456
29652.832031	-133.109299
29654.296875	-135.336365
29655.761719	-133.801331
29657.226563	-133.584900
29658.691406	-136.136703
29660.156250	-133.323013
29661.621094	-135.359146
29663.085938	-137.946732
29664.550781	-138.453003
29666.015625	-137.096664
29667.480469	-137.758545
