Frequency (Hz)	Level (dB)
8304.199219	-72.665619
8305.664063	-76.647675
8307.128906	-77.964027
8308.593750	-78.650909
8310.058594	-71.744873
8311.523438	-71.513824
8312.988281	-72.581894
8314.453125	-72.134033
8315.917969	-73.397247
8317.382813	-77.650604
8318.847656	-74.668411
8320.312500	-78.360535
8321.777344	-72.525528
8323.242188	-70.236130
8324.707031	-74.487991
8326.171875	-71.360672
8327.636719	-72.876625
8329.101563	-79.613472
8330.566406	-81.293518
8332.031250	-72.176392
8333.496094	-74.481369
8334.960938	-79.347649
8336.425781	-75.627121
8337.890625	-80.924500
8339.355469	-77.021866
8340.820313	-82.277733
8342.285156	-86.792824
8343.750000	-82.587173
8345.214844	-82.590012
8346.679688	-76.449142
8348.144531	-79.467957
8349.609375	-80.748260
8351.074219	-79.440071
8352.539063	-82.035080
8354.003906	-80.122375
8355.468750	-82.978104
8356.933594	-77.514992
8358.398438	-80.120728
8359.863281	-84.604500
8361.328125	-83.761925
8362.792969	-79.414131
8364.257813	-81.099709
8365.722656	-82.110329
8367.187500	-77.296036
8368.652344	-76.639305
8370.117188	-80.072556
8371.582031	-78.947189
8373.046875	-79.444557
8374.511719	-80.187508
8375.976563	-77.557045
8377.441406	-80.592163
8378.906250	-81.651642
8380.371094	-82.303413
8381.835938	-84.706039
8383.300781	-77.759201
8384.765625	-75.002480
8386.230469	-80.782791
8387.695313	-83.771194
8389.160156	-79.834129
8390.625000	-78.987160
8392.089844	-82.311447
8393.554688	-84.666321
8395.019531	-78.971954
8396.484375	-81.907715
8397.949219	-79.274040
8399.414063	-80.718819
8400.878906	-79.558273
8402.343750	-77.783493
8403.808594	-77.718811
8405.273438	-80.819244
8406.738281	-81.716850
8408.203125	-84.950096
8409.667969	-83.843048
8411.132813	-84.988037
8412.597656	-78.966293
8414.062500	-73.500587
8415.527344	-77.419487
8416.992188	-82.377594
8418.457031	-81.242729
8419.921875	-78.524269
8421.386719	-82.024231
8422.851563	-80.253128
8424.316406	-77.212013
8425.781250	-79.127235
8427.246094	-83.274246
8428.710938	-76.796028
8430.175781	-83.577408
8431.640625	-74.475861
8433.105469	-72.491951
8434.570313	-81.063179
8436.035156	-74.587845
8437.500000	-76.886787
8438.964844	-76.518723
8440.429688	-77.343842
8441.894531	-78.339279
8443.359375	-75.939796
8444.824219	-76.213570
8446.289063	-77.410370
8447.753906	-82.761276
8449.218750	-76.076462
8450.683594	-75.406204
8452.148438	-76.201111
8453.613281	-79.815598
8455.078125	-80.715370
8456.542969	-80.500046
8458.007813	-88.337860
8459.472656	-78.796684
8460.937500	-74.675270
8462.402344	-72.710197
8463.867188	-73.790535
8465.332031	-77.034119
8466.796875	-78.042259
8468.261719	-78.958977
8469.726563	-78.201118
8471.191406	-75.659210
8472.656250	-77.469849
8474.121094	-78.273430
8475.585938	-75.409897
8477.050781	-76.500732
8478.515625	-76.391968
8479.980469	-75.344322
8481.445313	-75.301941
8482.910156	-74.488998
8484.375000	-75.607948
8485.839844	-72.659195
8487.304688	-71.392746
8488.769531	-76.164879
8490.234375	-77.468040
8491.699219	-81.590714
8493.164063	-76.601662
8494.628906	-75.429459
8496.093750	-78.015038
8497.558594	-76.338722
8499.023438	-75.869202
8500.488281	-77.377663
8501.953125	-80.276413
8503.417969	-81.898735
8504.882813	-75.361908
8506.347656	-77.456345
8507.812500	-76.965271
8509.277344	-77.458771
8510.742188	-75.253197
8512.207031	-77.211182
8513.671875	-75.890541
8515.136719	-74.525307
8516.601563	-75.308029
8518.066406	-77.472641
8519.531250	-82.696388
8520.996094	-75.553253
8522.460938	-76.180038
8523.925781	-81.404495
8525.390625	-76.666519
8526.855469	-76.706306
8528.320313	-79.243263
8529.785156	-77.710335
8531.250000	-74.834579
8532.714844	-75.313034
8534.179688	-70.056427
8535.644531	-71.051918
8537.109375	-70.802879
8538.574219	-70.967842
8540.039063	-79.104912
8541.503906	-76.738647
8542.968750	-77.185257
8544.433594	-76.308525
8545.898438	-75.511848
8547.363281	-77.056473
8548.828125	-76.645157
8550.292969	-82.781418
8551.757813	-79.913216
8553.222656	-79.000328
8554.687500	-77.259605
8556.152344	-75.599304
8557.617188	-73.740295
8559.082031	-75.769073
8560.546875	-81.875641
8562.011719	-79.866745
8563.476563	-78.332214
8564.941406	-77.354507
8566.406250	-76.741768
8567.871094	-78.026779
8569.335938	-81.852470
8570.800781	-77.463058
8572.265625	-74.030014
8573.730469	-73.567520
8575.195313	-75.916840
8576.660156	-75.273438
8578.125000	-78.621559
8579.589844	-82.310013
8581.054688	-78.823509
8582.519531	-77.915016
8583.984375	-79.517075
8585.449219	-85.687744
8586.914063	-82.988907
8588.378906	-77.927040
8589.843750	-76.970390
8591.308594	-81.590500
8592.773438	-79.995834
8594.238281	-77.821968
8595.703125	-78.765343
8597.167969	-78.277222
8598.632813	-76.971970
8600.097656	-85.476028
8601.562500	-77.812355
8603.027344	-77.685562
8604.492188	-77.289543
8605.957031	-75.746086
8607.421875	-76.521667
8608.886719	-75.013321
8610.351563	-74.723007
8611.816406	-90.280228
8613.281250	-73.456497
8614.746094	-70.734268
8616.210938	-75.132393
8617.675781	-73.938225
8619.140625	-77.419167
8620.605469	-85.277458
8622.070313	-74.751724
8623.535156	-73.710304
8625.000000	-74.775665
8626.464844	-76.550331
8627.929688	-83.317047
8629.394531	-85.090332
8630.859375	-83.358070
8632.324219	-78.727432
8633.789063	-78.602219
8635.253906	-79.297218
8636.718750	-76.852844
8638.183594	-78.099419
8639.648438	-79.237320
8641.113281	-77.875771
8642.578125	-73.795509
8644.042969	-74.767876
8645.507813	-80.480286
8646.972656	-80.920570
8648.437500	-76.861450
8649.902344	-75.275192
8651.367188	-74.408432
8652.832031	-78.365440
8654.296875	-85.234161
8655.761719	-76.708519
8657.226563	-76.538223
8658.691406	-80.745285
8660.156250	-74.815468
8661.621094	-74.836845
8663.085938	-76.838509
8664.550781	-78.054611
8666.015625	-74.272980
8667.480469	-71.938942
8668.945313	-75.808411
8670.410156	-88.049576
8671.875000	-82.565086
8673.339844	-80.270050
8674.804688	-77.718979
8676.269531	-88.844421
8677.734375	-81.958824
8679.199219	-77.529076
8680.664063	-75.094963
8682.128906	-75.918930
8683.593750	-78.494843
8685.058594	-79.817795
8686.523438	-82.166084
8687.988281	-78.534569
8689.453125	-76.127861
8690.917969	-75.539993
8692.382813	-81.436928
8693.847656	-80.500031
8695.312500	-79.220551
8696.777344	-80.754021
8698.242188	-81.381706
8699.707031	-81.213112
8701.171875	-86.291817
8702.636719	-82.065231
8704.101563	-90.024132
8705.566406	-87.713333
8707.031250	-94.468239
8708.496094	-80.018707
8709.960938	-83.272438
8711.425781	-81.875954
8712.890625	-77.946289
8714.355469	-78.730286
8715.820313	-86.379784
8717.285156	-82.792931
8718.750000	-83.961845
8720.214844	-80.298019
8721.679688	-77.588959
8723.144531	-77.696022
8724.609375	-76.690842
8726.074219	-79.712257
8727.539063	-88.510834
8729.003906	-79.276115
8730.468750	-79.341782
8731.933594	-88.907860
8733.398438	-80.422401
8734.863281	-76.706093
8736.328125	-76.680840
8737.792969	-77.289993
8739.257813	-81.088097
8740.722656	-81.089195
8742.187500	-78.121399
8743.652344	-84.381348
8745.117188	-78.191475
8746.582031	-77.496986
8748.046875	-78.814552
8749.511719	-82.749733
8750.976563	-79.601074
8752.441406	-75.489304
8753.906250	-73.530930
8755.371094	-73.394455
8756.835938	-77.751740
8758.300781	-74.932373
8759.765625	-77.017525
8761.230469	-77.183258
8762.695313	-75.121346
8764.160156	-76.472908
8765.625000	-75.285507
8767.089844	-73.787132
8768.554688	-76.932304
8770.019531	-75.561646
8771.484375	-79.046669
8772.949219	-73.905342
8774.414063	-75.232109
8775.878906	-73.737099
8777.343750	-80.636749
8778.808594	-77.648964
8780.273438	-76.551987
8781.738281	-82.214104
8783.203125	-82.303192
8784.667969	-80.064240
8786.132813	-79.210670
8787.597656	-77.837234
8789.062500	-76.458694
8790.527344	-82.118874
8791.992188	-81.368118
8793.457031	-75.206322
8794.921875	-73.112022
8796.386719	-74.880829
8797.851563	-78.525780
8799.316406	-77.955986
8800.781250	-76.620041
8802.246094	-83.589790
8803.710938	-79.019630
8805.175781	-78.860672
8806.640625	-81.705116
8808.105469	-82.598480
8809.570313	-76.620392
8811.035156	-78.860405
8812.500000	-80.334938
8813.964844	-79.263832
8815.429688	-78.117538
8816.894531	-74.376411
8818.359375	-75.001038
8819.824219	-76.403183
8821.289063	-83.677826
8822.753906	-80.378929
8824.218750	-80.872780
8825.683594	-77.351097
8827.148438	-77.685509
8828.613281	-82.226021
8830.078125	-85.768997
8831.542969	-78.180901
8833.007813	-78.005112
8834.472656	-74.104332
8835.937500	-71.021011
8837.402344	-71.681473
8838.867188	-68.906769
8840.332031	-74.427307
8841.796875	-74.578003
8843.261719	-74.152596
8844.726563	-71.586670
8846.191406	-71.505829
8847.656250	-82.521477
8849.121094	-79.439659
8850.585938	-77.986809
8852.050781	-77.091568
8853.515625	-74.458649
8854.980469	-78.118362
8856.445313	-78.714104
8857.910156	-76.563866
8859.375000	-74.611023
8860.839844	-77.975700
8862.304688	-78.298317
8863.769531	-77.254440
8865.234375	-81.405396
8866.699219	-78.629601
8868.164063	-82.385796
8869.628906	-77.162384
8871.093750	-78.789253
8872.558594	-84.220863
8874.023438	-78.462929
8875.488281	-73.899330
8876.953125	-71.957649
8878.417969	-70.685066
8879.882813	-75.022621
8881.347656	-77.289261
8882.812500	-74.480339
8884.277344	-73.986298
8885.742188	-74.563828
8887.207031	-71.932304
8888.671875	-80.295586
8890.136719	-80.201050
8891.601563	-78.609917
8893.066406	-75.843513
8894.531250	-74.905128
8895.996094	-72.614197
8897.460938	-73.245026
8898.925781	-78.342087
8900.390625	-86.939568
8901.855469	-76.908821
8903.320313	-82.977196
8904.785156	-73.182503
8906.250000	-75.176361
8907.714844	-78.079811
8909.179688	-79.542183
8910.644531	-78.585335
8912.109375	-85.468452
8913.574219	-80.382149
8915.039063	-79.371719
8916.503906	-82.124451
8917.968750	-80.532806
8919.433594	-79.649185
8920.898438	-75.630653
8922.363281	-74.398987
8923.828125	-72.492645
8925.292969	-71.654938
8926.757813	-69.594727
8928.222656	-71.018120
8929.687500	-73.185478
8931.152344	-72.839867
8932.617188	-76.208778
8934.082031	-72.393761
8935.546875	-68.457176
8937.011719	-66.810265
8938.476563	-65.208054
8939.941406	-66.429985
8941.406250	-66.989883
8942.871094	-66.309761
8944.335938	-71.794121
8945.800781	-72.658974
8947.265625	-73.539383
8948.730469	-70.293945
8950.195313	-70.706116
8951.660156	-69.160141
8953.125000	-67.741524
8954.589844	-71.684166
8956.054688	-69.462883
8957.519531	-71.408798
8958.984375	-72.604935
8960.449219	-74.406769
8961.914063	-70.456467
8963.378906	-70.460205
8964.843750	-69.671394
8966.308594	-72.828384
8967.773438	-75.115173
8969.238281	-70.017906
8970.703125	-76.169235
8972.167969	-73.956543
8973.632813	-77.307831
8975.097656	-72.142853
8976.562500	-75.528755
8978.027344	-81.468292
8979.492188	-75.064003
8980.957031	-76.459938
8982.421875	-72.842155
8983.886719	-72.494171
8985.351563	-73.346642
8986.816406	-73.012917
8988.281250	-72.349884
8989.746094	-75.085724
8991.210938	-79.768448
8992.675781	-70.094650
8994.140625	-74.932625
8995.605469	-73.425613
8997.070313	-71.277435
8998.535156	-70.996719
9000.000000	-70.288673
9001.464844	-75.408844
9002.929688	-78.466835
9004.394531	-77.417145
9005.859375	-75.667839
9007.324219	-72.190552
9008.789063	-72.272308
9010.253906	-81.319962
9011.718750	-72.439049
9013.183594	-72.031349
9014.648438	-71.036507
9016.113281	-70.344246
9017.578125	-72.359856
9019.042969	-64.441971
9020.507813	-67.999214
9021.972656	-68.483086
9023.437500	-63.722244
9024.902344	-66.076500
9026.367188	-61.783546
9027.832031	-61.984699
9029.296875	-61.144016
9030.761719	-60.068569
9032.226563	-61.882988
9033.691406	-62.158699
9035.156250	-57.284180
9036.621094	-57.561752
9038.085938	-57.230186
9039.550781	-59.521500
9041.015625	-56.481129
9042.480469	-55.470078
9043.945313	-63.897930
9045.410156	-72.849792
9046.875000	-64.248009
9048.339844	-59.591751
9049.804688	-58.799553
9051.269531	-62.168198
9052.734375	-68.298721
9054.199219	-70.888710
9055.664063	-67.058029
9057.128906	-63.504330
9058.593750	-68.682747
9060.058594	-80.949898
9061.523438	-73.469269
9062.988281	-70.152061
9064.453125	-65.941002
9065.917969	-69.506165
9067.382813	-74.278191
9068.847656	-71.667488
9070.312500	-71.715134
9071.777344	-74.425278
9073.242188	-75.023514
9074.707031	-69.447685
9076.171875	-70.666893
9077.636719	-74.979561
9079.101563	-71.972351
9080.566406	-79.607475
9082.031250	-80.988197
9083.496094	-77.718765
9084.960938	-76.643677
9086.425781	-77.641922
9087.890625	-79.323296
9089.355469	-80.330139
9090.820313	-86.059967
9092.285156	-76.532890
9093.750000	-76.161636
9095.214844	-72.509384
9096.679688	-72.292839
9098.144531	-76.967659
9099.609375	-79.095650
9101.074219	-81.355736
9102.539063	-85.337967
9104.003906	-77.053986
9105.468750	-75.448486
9106.933594	-80.249725
9108.398438	-83.617249
9109.863281	-82.183449
9111.328125	-87.158653
9112.792969	-84.667107
9114.257813	-79.332672
9115.722656	-78.438606
9117.187500	-74.005791
9118.652344	-74.256859
9120.117188	-75.541405
9121.582031	-77.095268
9123.046875	-77.931129
9124.511719	-81.076378
9125.976563	-75.647285
9127.441406	-70.912674
9128.906250	-71.118301
9130.371094	-79.067635
9131.835938	-73.785995
9133.300781	-73.632591
9134.765625	-72.526695
9136.230469	-76.698547
9137.695313	-72.345421
9139.160156	-78.659721
9140.625000	-69.997948
9142.089844	-66.256691
9143.554688	-68.210098
9145.019531	-70.043152
9146.484375	-73.397881
9147.949219	-74.152893
9149.414063	-69.015648
9150.878906	-70.774689
9152.343750	-72.216339
9153.808594	-73.963524
9155.273438	-77.117867
9156.738281	-77.595879
9158.203125	-82.830200
9159.667969	-94.077431
9161.132813	-80.953743
9162.597656	-79.297318
9164.062500	-77.784866
9165.527344	-79.289803
9166.992188	-77.734383
9168.457031	-78.132263
9169.921875	-79.041321
9171.386719	-75.744141
9172.851563	-83.341057
9174.316406	-76.039230
9175.781250	-73.640724
9177.246094	-80.301552
9178.710938	-76.566711
9180.175781	-76.748451
9181.640625	-82.533867
9183.105469	-79.934196
9184.570313	-85.158501
9186.035156	-82.164391
9187.500000	-79.493378
9188.964844	-85.163551
9190.429688	-76.705826
9191.894531	-78.108414
9193.359375	-85.028358
9194.824219	-90.222176
9196.289063	-79.753387
9197.753906	-78.079094
9199.218750	-82.734665
9200.683594	-85.477913
9202.148438	-80.581184
9203.613281	-77.948021
9205.078125	-77.945404
9206.542969	-79.108002
9208.007813	-78.679245
9209.472656	-76.576508
9210.937500	-80.638794
9212.402344	-80.030693
9213.867188	-76.324165
9215.332031	-74.460258
9216.796875	-73.191528
9218.261719	-72.003502
9219.726563	-72.406029
9221.191406	-72.468231
9222.656250	-72.541817
9224.121094	-72.165565
9225.585938	-74.281372
9227.050781	-78.335182
9228.515625	-72.991264
9229.980469	-71.546989
9231.445313	-73.380775
9232.910156	-74.753265
9234.375000	-74.809631
9235.839844	-74.600388
9237.304688	-74.618790
9238.769531	-76.689796
9240.234375	-83.442802
9241.699219	-76.222801
9243.164063	-78.838104
9244.628906	-78.178780
9246.093750	-73.067078
9247.558594	-70.850166
9249.023438	-76.574379
9250.488281	-77.788681
9251.953125	-77.235252
9253.417969	-77.572639
9254.882813	-73.394691
9256.347656	-74.267525
9257.812500	-78.465202
9259.277344	-78.891151
9260.742188	-78.292358
9262.207031	-79.031189
9263.671875	-77.982788
9265.136719	-83.495140
9266.601563	-80.170723
9268.066406	-80.788589
9269.531250	-84.517090
9270.996094	-75.076462
9272.460938	-74.259445
9273.925781	-75.561142
9275.390625	-74.668663
9276.855469	-76.401146
9278.320313	-80.290253
9279.785156	-80.158363
9281.250000	-81.123398
9282.714844	-81.047661
9284.179688	-79.196503
9285.644531	-84.017250
9287.109375	-79.722282
9288.574219	-74.011269
9290.039063	-77.828674
9291.503906	-81.106964
9292.968750	-76.463402
9294.433594	-76.424400
9295.898438	-76.508812
9297.363281	-80.239769
9298.828125	-77.449791
9300.292969	-79.239876
9301.757813	-82.193420
9303.222656	-77.062843
9304.687500	-73.246895
9306.152344	-72.734688
9307.617188	-73.879227
9309.082031	-76.539413
9310.546875	-79.493637
9312.011719	-79.421249
9313.476563	-75.581436
9314.941406	-72.186485
9316.406250	-73.544640
9317.871094	-75.287025
9319.335938	-74.747162
9320.800781	-72.228523
9322.265625	-72.305984
9323.730469	-74.797195
9325.195313	-74.967308
9326.660156	-72.351051
9328.125000	-73.489037
9329.589844	-77.226326
9331.054688	-82.666985
9332.519531	-77.238831
9333.984375	-75.264015
9335.449219	-76.327293
9336.914063	-74.600479
9338.378906	-81.199356
9339.843750	-79.773544
9341.308594	-82.262840
9342.773438	-74.587387
9344.238281	-72.647049
9345.703125	-73.008896
9347.167969	-75.299522
9348.632813	-77.204636
9350.097656	-75.350571
9351.562500	-73.418121
9353.027344	-81.367439
9354.492188	-74.988091
9355.957031	-76.846985
9357.421875	-82.145012
9358.886719	-84.090340
9360.351563	-78.805275
9361.816406	-77.053864
9363.281250	-79.350983
9364.746094	-80.638229
9366.210938	-79.470551
9367.675781	-74.848770
9369.140625	-75.017868
9370.605469	-78.400307
9372.070313	-76.865250
9373.535156	-77.739220
9375.000000	-82.274345
9376.464844	-80.475861
9377.929688	-81.672638
9379.394531	-84.461685
9380.859375	-84.030312
9382.324219	-81.055252
9383.789063	-80.271919
9385.253906	-84.198967
9386.718750	-79.802826
9388.183594	-82.308296
9389.648438	-84.200439
9391.113281	-88.953865
9392.578125	-87.909760
9394.042969	-81.613312
9395.507813	-76.148094
9396.972656	-76.818275
9398.437500	-85.323669
9399.902344	-78.088715
9401.367188	-81.030243
9402.832031	-82.077774
9404.296875	-80.708199
9405.761719	-83.887741
9407.226563	-85.130852
9408.691406	-80.300140
9410.156250	-78.771484
9411.621094	-79.892319
9413.085938	-80.445313
9414.550781	-85.618477
9416.015625	-82.109543
9417.480469	-76.919800
9418.945313	-74.235565
9420.410156	-76.488640
9421.875000	-77.502426
9423.339844	-78.521019
9424.804688	-82.413383
9426.269531	-80.748856
9427.734375	-81.880669
9429.199219	-82.725777
9430.664063	-77.816757
9432.128906	-85.369934
9433.593750	-73.629837
9435.058594	-74.158440
9436.523438	-75.055664
9437.988281	-73.664665
9439.453125	-75.210800
9440.917969	-81.520599
9442.382813	-78.669930
9443.847656	-75.707748
9445.312500	-78.231995
9446.777344	-78.810272
9448.242188	-77.984901
9449.707031	-78.231453
9451.171875	-78.717232
9452.636719	-82.867088
9454.101563	-78.640648
9455.566406	-77.241066
9457.031250	-79.715149
9458.496094	-83.162247
9459.960938	-88.761009
9461.425781	-88.863693
9462.890625	-88.695160
9464.355469	-83.570381
9465.820313	-80.295883
9467.285156	-77.895157
9468.750000	-76.662750
9470.214844	-81.642189
9471.679688	-82.760406
9473.144531	-86.383835
9474.609375	-80.803192
9476.074219	-79.755424
9477.539063	-84.312019
9479.003906	-86.945000
9480.468750	-81.083389
9481.933594	-80.190559
9483.398438	-84.573776
9484.863281	-89.978653
9486.328125	-79.968391
9487.792969	-75.812195
9489.257813	-78.485321
9490.722656	-78.418732
9492.187500	-77.324554
9493.652344	-79.846336
9495.117188	-78.024918
9496.582031	-77.861710
9498.046875	-79.417450
9499.511719	-81.420631
9500.976563	-77.536415
9502.441406	-79.143433
9503.906250	-82.191772
9505.371094	-84.363403
9506.835938	-79.714333
9508.300781	-83.158707
9509.765625	-82.704857
9511.230469	-81.256615
9512.695313	-82.681633
9514.160156	-79.916862
9515.625000	-79.638336
9517.089844	-81.413216
9518.554688	-83.712585
9520.019531	-86.355370
9521.484375	-83.432022
9522.949219	-77.826096
9524.414063	-80.031235
9525.878906	-84.599998
9527.343750	-80.699623
9528.808594	-83.988068
9530.273438	-78.810204
9531.738281	-76.915878
9533.203125	-79.138206
9534.667969	-80.839806
9536.132813	-83.842308
9537.597656	-81.126404
9539.062500	-74.615913
9540.527344	-77.651314
9541.992188	-79.453270
9543.457031	-81.120491
9544.921875	-89.514359
9546.386719	-83.766937
9547.851563	-78.965187
9549.316406	-85.500214
9550.781250	-82.205894
9552.246094	-91.910484
9553.710938	-87.003052
9555.175781	-81.595505
9556.640625	-81.216240
9558.105469	-82.665245
9559.570313	-81.903549
9561.035156	-78.273476
9562.500000	-77.960541
9563.964844	-82.749382
9565.429688	-81.936615
9566.894531	-79.637428
9568.359375	-80.634720
9569.824219	-77.804672
9571.289063	-77.064926
9572.753906	-74.546333
9574.218750	-80.559761
9575.683594	-80.713478
9577.148438	-78.794914
9578.613281	-81.745064
9580.078125	-80.651054
9581.542969	-82.584869
9583.007813	-79.986153
9584.472656	-78.123825
9585.937500	-77.467529
9587.402344	-76.107231
9588.867188	-74.030174
9590.332031	-77.645218
9591.796875	-85.426796
9593.261719	-79.468025
9594.726563	-81.031441
9596.191406	-88.610130
9597.656250	-76.485367
9599.121094	-74.076736
9600.585938	-77.312180
9602.050781	-91.640465
9603.515625	-88.165649
9604.980469	-82.426659
9606.445313	-76.413200
9607.910156	-77.236656
9609.375000	-82.496742
9610.839844	-83.159111
9612.304688	-79.832550
9613.769531	-78.735207
9615.234375	-77.721680
9616.699219	-77.593964
9618.164063	-78.078407
9619.628906	-80.155746
9621.093750	-82.871689
9622.558594	-87.057045
9624.023438	-85.238884
9625.488281	-82.528229
9626.953125	-81.813667
9628.417969	-81.536217
9629.882813	-90.440811
9631.347656	-82.203285
9632.812500	-83.192154
9634.277344	-83.055840
9635.742188	-81.061646
9637.207031	-78.729416
9638.671875	-77.689384
9640.136719	-83.027565
9641.601563	-83.997795
9643.066406	-79.129860
9644.531250	-77.470779
9645.996094	-74.462753
9647.460938	-74.785210
9648.925781	-80.539131
9650.390625	-76.259781
9651.855469	-75.801338
9653.320313	-75.225807
9654.785156	-72.485992
9656.250000	-73.463898
9657.714844	-83.465721
9659.179688	-77.950851
9660.644531	-78.582062
9662.109375	-76.167580
9663.574219	-77.150642
9665.039063	-76.075142
9666.503906	-78.329056
9667.968750	-82.215889
9669.433594	-78.124588
9670.898438	-74.800697
9672.363281	-74.747391
9673.828125	-79.205406
9675.292969	-78.912926
9676.757813	-80.025734
9678.222656	-77.525726
9679.687500	-75.391823
9681.152344	-74.699898
9682.617188	-74.674873
9684.082031	-77.568199
9685.546875	-79.085419
9687.011719	-76.829903
9688.476563	-76.947693
9689.941406	-80.636436
9691.406250	-84.879807
9692.871094	-86.018097
9694.335938	-86.000977
9695.800781	-85.736916
9697.265625	-80.201912
9698.730469	-82.008667
9700.195313	-78.390724
9701.660156	-80.047234
9703.125000	-84.265503
9704.589844	-78.433968
9706.054688	-79.646454
9707.519531	-84.142830
9708.984375	-81.499138
9710.449219	-77.087425
9711.914063	-73.966095
9713.378906	-74.683510
9714.843750	-74.684753
9716.308594	-76.712944
9717.773438	-82.911621
9719.238281	-77.521004
9720.703125	-76.063004
9722.167969	-79.545746
9723.632813	-87.085091
9725.097656	-73.753952
9726.562500	-74.270920
9728.027344	-75.533104
9729.492188	-75.038872
9730.957031	-77.807220
9732.421875	-83.793060
9733.886719	-74.832893
9735.351563	-76.162590
9736.816406	-79.713074
9738.281250	-80.470299
9739.746094	-80.077034
9741.210938	-82.453300
9742.675781	-85.206940
9744.140625	-83.325417
9745.605469	-82.908737
9747.070313	-85.010834
9748.535156	-82.222366
9750.000000	-78.515495
9751.464844	-82.948532
9752.929688	-82.730820
9754.394531	-77.894012
9755.859375	-77.933647
9757.324219	-81.282913
9758.789063	-84.154915
9760.253906	-89.449570
9761.718750	-78.563904
9763.183594	-71.985222
9764.648438	-74.003105
9766.113281	-76.905960
9767.578125	-79.821472
9769.042969	-82.814590
9770.507813	-77.163940
9771.972656	-76.624443
9773.437500	-80.936798
9774.902344	-80.112000
9776.367188	-79.337128
9777.832031	-75.281609
9779.296875	-78.181305
9780.761719	-74.336960
9782.226563	-78.539200
9783.691406	-75.383057
9785.156250	-81.224609
9786.621094	-78.139465
9788.085938	-78.624016
9789.550781	-82.514137
9791.015625	-83.230957
9792.480469	-81.866821
9793.945313	-78.231941
9795.410156	-85.721924
9796.875000	-74.428047
9798.339844	-74.937820
9799.804688	-77.498688
9801.269531	-82.178986
9802.734375	-74.619812
9804.199219	-72.692612
9805.664063	-76.190620
9807.128906	-74.409943
9808.593750	-74.851410
9810.058594	-80.700928
9811.523438	-80.594765
9812.988281	-77.340446
9814.453125	-77.017616
9815.917969	-76.722054
9817.382813	-77.774841
9818.847656	-82.027466
9820.312500	-83.734077
9821.777344	-79.552567
9823.242188	-73.317101
9824.707031	-75.290581
9826.171875	-74.255989
9827.636719	-77.295303
9829.101563	-80.903549
9830.566406	-79.452904
9832.031250	-80.016869
9833.496094	-82.512901
9834.960938	-76.789131
9836.425781	-74.227722
9837.890625	-79.384163
9839.355469	-73.915871
9840.820313	-70.247292
9842.285156	-70.642036
9843.750000	-71.490387
9845.214844	-74.986015
9846.679688	-77.147919
9848.144531	-76.437386
9849.609375	-69.871078
9851.074219	-70.934814
9852.539063	-76.705475
9854.003906	-78.943878
9855.468750	-75.012802
9856.933594	-75.611900
9858.398438	-76.139305
9859.863281	-75.727669
9861.328125	-73.079674
9862.792969	-78.968826
9864.257813	-85.679054
9865.722656	-82.274460
9867.187500	-78.048393
9868.652344	-73.268166
9870.117188	-74.312035
9871.582031	-78.131310
9873.046875	-78.003036
9874.511719	-79.142982
9875.976563	-85.284645
9877.441406	-80.516792
9878.906250	-81.518967
9880.371094	-75.677216
9881.835938	-78.377701
9883.300781	-77.436592
9884.765625	-79.538719
9886.230469	-78.162407
9887.695313	-78.689095
9889.160156	-80.233444
9890.625000	-77.845222
9892.089844	-76.607925
9893.554688	-81.888794
9895.019531	-81.600166
9896.484375	-83.705925
9897.949219	-83.210670
9899.414063	-80.368484
9900.878906	-80.504669
9902.343750	-82.216438
9903.808594	-81.421280
9905.273438	-76.266663
9906.738281	-79.563576
9908.203125	-77.345818
9909.667969	-78.754097
9911.132813	-79.141449
9912.597656	-74.671928
9914.062500	-72.822601
9915.527344	-72.971809
9916.992188	-72.444145
9918.457031	-75.714630
9919.921875	-73.718292
9921.386719	-75.270805
9922.851563	-73.851112
9924.316406	-73.895638
9925.781250	-78.560745
9927.246094	-78.489494
9928.710938	-77.562279
9930.175781	-73.685905
9931.640625	-75.664017
9933.105469	-72.285759
9934.570313	-70.977158
9936.035156	-68.764420
9937.500000	-69.381493
9938.964844	-74.840881
9940.429688	-70.357071
9941.894531	-70.892670
9943.359375	-69.084152
9944.824219	-64.212296
9946.289063	-61.183407
9947.753906	-64.050896
9949.218750	-66.924294
9950.683594	-70.098549
9952.148438	-68.231720
9953.613281	-65.805206
9955.078125	-70.764656
9956.542969	-73.293694
9958.007813	-73.165390
9959.472656	-69.014854
9960.937500	-72.637413
9962.402344	-78.745316
9963.867188	-79.730820
9965.332031	-75.999878
9966.796875	-72.225716
9968.261719	-70.073151
9969.726563	-71.186928
9971.191406	-75.477623
9972.656250	-72.117004
9974.121094	-69.013077
9975.585938	-73.181999
9977.050781	-80.580368
9978.515625	-81.701294
9979.980469	-75.387482
9981.445313	-78.234276
9982.910156	-81.688515
9984.375000	-77.421150
9985.839844	-77.819092
9987.304688	-84.680664
9988.769531	-82.568687
9990.234375	-78.010590
9991.699219	-72.334702
9993.164063	-71.140755
9994.628906	-72.928833
9996.093750	-77.876556
9997.558594	-77.948677
9999.023438	-79.041458
10000.488281	-74.170853
10001.953125	-71.332146
10003.417969	-73.349411
10004.882813	-79.083488
10006.347656	-82.603508
10007.812500	-78.163223
10009.277344	-75.344460
